STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,433,8663,37591,47883,44214,45133,66696,250613,8.30%
VIC,269,17111,63346,60522,49627,43753,50558,285186,12.10%
QLD,299,10090,40095,45431,42434,39858,46961,225168,12.10%
SA,3130,14133,21512,19523,19240,19503,26638,123679,18.00%
WA,116,9189,36746,35424,31984,28229,30719,172407,17.40%
TAS,45,2140,6019,6205,6482,6602,7022,34515,16.60%
NT,7,474,2296,2089,1770,1261,750,8647,10.00%
ACT,42,1690,6142,5404,4193,3491,3912,24874,16.00%
TOTAL,4341,63490,213747,222481,199944,187830,233256,1125089,12.00%
