STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,206,10615,26028,32941,31699,34341,38134,173964,6.17%
VIC,373,21743,40324,39756,32284,28768,25756,189004,8.77%
QLD,371,15473,30346,33699,32218,30281,25632,168020,9.93%
SA,1775,10280,11069,12576,12592,13191,13554,75037,11.39%
WA,238,15171,25621,25730,23412,19689,16268,126129,14.90%
TAS,93,2497,4122,4798,4985,4803,3573,24871,12.33%
NT,11,671,1621,1409,1134,751,304,5901,7.51%
ACT,79,1876,3656,3207,2578,2261,1785,15442,11.02%
TOTAL,3146,78326,142787,154116,140902,134085,125006,778368,9.06%
