STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,116,5741,12344,20321,21442,25018,34245,119227,4.39%
VIC,123,9191,20017,25080,22288,20963,22027,119689,5.77%
QLD,122,6519,13644,20085,21232,22765,24140,108507,6.52%
SA,1793,6059,5687,7851,8561,9354,11948,51253,8.10%
WA,108,6673,12465,15873,15490,14932,14773,80314,9.37%
TAS,35,1035,1983,2605,3122,3478,3289,15547,8.10%
NT,3,221,671,812,785,660,323,3475,4.05%
ACT,13,863,1928,2121,1856,1702,1479,9962,7.32%
TOTAL,2313,36302,68739,94748,94776,98872,112224,507974,6.08%
