STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3242,158263,230890,222997,176077,172957,964426,32.50%
VIC,4370,45989,61456,51167,40605,38639,242226,10.50%
QLD,3884,85558,80854,59277,36867,28718,295158,16.20%
SA,25820,60989,60259,58182,47864,46266,299380,43.90%
WA,1682,22246,53306,54939,43040,43423,218636,22.70%
TAS,530,6196,15639,17087,14126,15142,68720,33.10%
NT,146,728,1145,1020,603,309,3951,4.70%
ACT,543,2556,3763,3042,2246,1979,14129,9.20%
TOTAL,40217,382525,507312,467711,361428,347433,2106626,22.90%
