STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1031,158375,227892,227411,191000,210093,1015802,35.40%
VIC,1480,32796,42265,39379,32020,32627,180567,8.10%
QLD,1190,94697,89191,63306,39622,33210,321216,18.00%
SA,28529,65529,63175,60027,51344,55309,323913,49.10%
WA,663,19877,52363,54343,45023,48913,221182,22.70%
TAS,171,5554,15798,16774,15179,17585,71061,35.10%
NT,44,337,843,964,629,373,3190,3.40%
ACT,187,1347,2613,2442,1909,1742,10240,6.90%
TOTAL,33295,378512,494140,464646,376726,399852,2147171,24.00%
