STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,162,10093,28759,36887,34594,37324,44446,192265,6.69%
VIC,354,22504,47367,46340,36045,32129,30745,215484,9.77%
QLD,319,15605,33482,37990,35408,33248,30568,186620,10.72%
SA,2101,12018,13330,14674,14504,15136,16481,88244,13.21%
WA,183,15957,29610,29644,26803,23151,19900,145248,16.61%
TAS,85,2551,4655,5401,5412,5428,4255,27787,13.63%
NT,15,759,1975,1674,1415,955,402,7195,8.91%
ACT,32,2107,4511,3795,3115,2681,2223,18464,12.93%
TOTAL,3251,81594,163689,176405,157296,150052,149020,881307,10.02%
