STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,82,5068,13270,21763,22971,26555,38641,128350,4.62%
VIC,98,8947,23058,28378,24468,22961,25614,133524,6.27%
QLD,94,6260,14406,21720,22823,24328,27830,117461,6.84%
SA,2180,7229,6750,9075,9751,10674,14149,59808,9.32%
WA,54,6980,14335,17864,17833,17332,17822,92220,10.31%
TAS,18,1003,2178,2807,3300,3846,3819,16971,8.75%
NT,4,256,756,970,947,830,428,4191,4.80%
ACT,10,922,2335,2495,2276,2010,1879,11927,8.56%
TOTAL,2540,36665,77088,105072,104369,108536,130182,564452,6.58%
