STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,48440,208860,240860,219753,152931,122159,993003,35.23%
VIC,9099,64029,61539,52156,36998,28808,252629,11.73%
QLD,39608,83911,75679,51155,31413,19019,300785,17.77%
SA,27209,56574,57106,55972,42024,31872,270757,41.10%
WA,3802,42286,59622,55104,39411,31449,231674,27.37%
TAS,853,12276,17501,17957,12680,11070,72337,35.87%
NT,234,1038,1378,994,579,219,4442,5.65%
ACT,724,3339,3627,3105,2131,1485,14411,10.28%
TOTAL,129969,472313,517312,456196,318167,246081,2140038,24.91%
