STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,384,7909,35628,44938,41114,42547,60426,232946,7.90%
VIC,316,18960,59943,57829,46142,41004,45471,269665,11.70%
QLD,277,11314,39068,43874,40220,38026,42263,215042,11.80%
SA,2642,13677,19158,18675,18276,18842,24249,115519,16.90%
WA,143,11499,35858,34552,30747,27208,27923,167930,17.50%
TAS,54,2481,5832,6081,6354,6439,6292,33533,16.10%
NT,18,583,2284,2083,1723,1219,668,8578,10.10%
ACT,37,1953,5929,5049,3944,3301,3480,23693,15.50%
TOTAL,3871,68376,203700,213081,188520,178586,210772,1066906,11.60%
