STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,168,3044,16158,24067,26296,29175,50075,148983,5.20%
VIC,89,6556,28294,33197,30508,28537,36848,164029,7.40%
QLD,60,3445,16548,22854,25022,25897,36464,130290,7.30%
SA,2579,9050,10480,11398,12501,13207,20283,79498,12.00%
WA,41,4654,16787,19848,20125,19478,23971,104904,10.80%
TAS,11,789,2612,3056,3721,4324,5400,19913,9.80%
NT,2,169,893,1049,1091,988,645,4837,5.10%
ACT,8,760,3044,3126,2881,2473,2782,15074,10.10%
TOTAL,2958,28467,94816,118595,122145,124079,176468,667528,7.50%
