Financial Quarter And Year Name - Reported,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence Count
Q2-2025/2026,5158,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
Q2-2025/2026,5158,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,23
Q2-2025/2026,5158,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5159,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
Q2-2025/2026,5159,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,10
Q2-2025/2026,5159,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q2-2025/2026,5159,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q2-2025/2026,5159,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
Q2-2025/2026,5159,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q2-2025/2026,5159,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,25
Q2-2025/2026,5159,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5159,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q2-2025/2026,5160,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5161,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
Q2-2025/2026,5161,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5161,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,8
Q2-2025/2026,5161,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,17
Q2-2025/2026,5162,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,3
Q2-2025/2026,5162,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
Q2-2025/2026,5162,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q2-2025/2026,5162,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,63
Q2-2025/2026,5162,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",3
Q2-2025/2026,5162,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q2-2025/2026,5163,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Other fraud and related offences,1
Q2-2025/2026,5163,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,12
Q2-2025/2026,5163,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5163,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
Q2-2025/2026,5163,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q2-2025/2026,5163,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,3
Q2-2025/2026,5163,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,42
Q2-2025/2026,5163,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5164,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
Q2-2025/2026,5164,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,12
Q2-2025/2026,5164,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5164,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
Q2-2025/2026,5164,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q2-2025/2026,5164,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,18
Q2-2025/2026,5165,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
Q2-2025/2026,5165,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
Q2-2025/2026,5165,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,18
Q2-2025/2026,5166,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5166,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5166,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,6
Q2-2025/2026,5167,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5167,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
Q2-2025/2026,5167,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5167,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5168,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,5
Q2-2025/2026,5168,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
Q2-2025/2026,5168,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,15
Q2-2025/2026,5168,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",3
Q2-2025/2026,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,11
Q2-2025/2026,5169,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5169,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q2-2025/2026,5169,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5169,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,31
Q2-2025/2026,5169,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5169,OFFENCES AGAINST THE PERSON,"ROBBERY, BLACKMAIL, AND EXTORTION",Robbery,1
Q2-2025/2026,5170,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5171,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q2-2025/2026,5171,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5171,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,8
Q2-2025/2026,5171,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5172,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q2-2025/2026,5172,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5172,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5173,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q2-2025/2026,5173,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q2-2025/2026,5173,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,19
Q2-2025/2026,5173,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5174,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5174,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5201,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5202,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
Q2-2025/2026,5202,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5203,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5204,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q2-2025/2026,5204,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,7
Q2-2025/2026,5210,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5211,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,4
Q2-2025/2026,5211,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5211,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,13
Q2-2025/2026,5212,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5212,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5213,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5214,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q2-2025/2026,5214,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q2-2025/2026,5214,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q2-2025/2026,5214,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,9
Q2-2025/2026,5214,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5223,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5232,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5233,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5233,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q2-2025/2026,5233,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",4
Q2-2025/2026,5234,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5236,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5238,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5238,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5238,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,13
Q2-2025/2026,5238,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5241,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5241,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5241,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5242,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5243,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5244,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5245,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5250,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5251,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,9
Q2-2025/2026,5251,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
Q2-2025/2026,5251,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,3
Q2-2025/2026,5251,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,21
Q2-2025/2026,5251,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q2-2025/2026,5252,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5253,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,28
Q2-2025/2026,5253,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5253,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q2-2025/2026,5253,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,5
Q2-2025/2026,5253,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,3
Q2-2025/2026,5253,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of other prescribed officer,1
Q2-2025/2026,5253,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,9
Q2-2025/2026,5253,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,80
Q2-2025/2026,5253,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",7
Q2-2025/2026,5253,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,4
Q2-2025/2026,5254,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5254,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5255,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5255,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
Q2-2025/2026,5255,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q2-2025/2026,5255,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q2-2025/2026,5256,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5259,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5260,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,4
Q2-2025/2026,5260,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q2-2025/2026,5260,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q2-2025/2026,5260,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5261,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5261,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5264,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
Q2-2025/2026,5264,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5265,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
Q2-2025/2026,5265,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5267,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q2-2025/2026,5267,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q2-2025/2026,5268,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5268,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q2-2025/2026,5269,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5269,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q2-2025/2026,5269,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5271,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q2-2025/2026,5271,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,7
Q2-2025/2026,5271,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5272,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5275,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
Q2-2025/2026,5275,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q2-2025/2026,5275,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5275,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5277,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q2-2025/2026,5277,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5280,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q2-2025/2026,5280,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q2-2025/2026,5280,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,6
Q2-2025/2026,5280,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5290,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Other fraud and related offences,1
Q2-2025/2026,5290,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,15
Q2-2025/2026,5290,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
Q2-2025/2026,5290,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
Q2-2025/2026,5290,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
Q2-2025/2026,5290,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,3
Q2-2025/2026,5290,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,43
Q2-2025/2026,5290,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",5
Q2-2025/2026,5290,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q2-2025/2026,5291,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5291,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q2-2025/2026,5291,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,6
Q2-2025/2026,5304,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5309,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5309,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5311,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
Q2-2025/2026,5311,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5320,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5320,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5320,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5321,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5322,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5322,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5330,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5330,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q2-2025/2026,5330,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q2-2025/2026,5330,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,8
Q2-2025/2026,5330,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5331,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5331,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5333,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q2-2025/2026,5333,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5333,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q2-2025/2026,5333,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q2-2025/2026,5340,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5341,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,5
Q2-2025/2026,5341,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q2-2025/2026,5341,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q2-2025/2026,5341,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,14
Q2-2025/2026,5341,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5342,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5342,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5343,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,5
Q2-2025/2026,5343,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,19
Q2-2025/2026,5343,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5344,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5345,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
Q2-2025/2026,5345,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
Q2-2025/2026,5345,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
Q2-2025/2026,5345,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
Q2-2025/2026,5345,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5345,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,6
Q2-2025/2026,5345,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q2-2025/2026,5351,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5351,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q2-2025/2026,5351,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5352,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5352,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5352,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5352,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5353,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5355,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5356,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5357,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5360,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5371,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5371,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5371,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5372,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5372,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5373,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5373,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5374,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5374,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5381,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5401,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5410,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5417,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5422,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5431,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q2-2025/2026,5431,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q2-2025/2026,5431,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5433,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q2-2025/2026,5451,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5453,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q2-2025/2026,5453,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q2-2025/2026,5453,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q2-2025/2026,5460,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5460,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q2-2025/2026,5461,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q2-2025/2026,5462,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5464,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q2-2025/2026,5481,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5483,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5485,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q2-2025/2026,5501,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,6
Q2-2025/2026,5501,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q2-2025/2026,5501,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,17
Q2-2025/2026,5501,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
