STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1643,178157,231166,227803,186821,195416,1021006,36.05%
VIC,1778,35761,42412,40064,30793,30890,181698,8.32%
QLD,7345,97247,87890,60952,38051,30608,322093,18.46%
SA,27256,63837,61435,58906,49813,50907,312154,47.86%
WA,828,23652,54017,54026,44176,45355,222054,23.68%
TAS,195,6797,16305,16944,14764,16458,71463,35.47%
NT,58,349,895,931,629,341,3203,3.46%
ACT,212,1423,2680,2409,1902,1649,10275,7.02%
TOTAL,39315,407223,496800,462035,366949,371624,2143946,24.39%
