STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3290,178771,234874,222837,171300,160367,971439,33.17%
VIC,4409,50909,61031,51703,39577,36179,243808,10.73%
QLD,8915,87960,80128,57148,35611,26266,296028,16.61%
SA,24730,60512,59274,57419,46485,42540,290960,43.01%
WA,1773,26130,54985,54588,42052,40180,219708,23.54%
TAS,515,7434,16206,17233,13752,14115,69255,33.38%
NT,153,764,1194,1012,597,271,3991,5.46%
ACT,535,2737,3747,3028,2211,1851,14109,9.37%
TOTAL,44320,415217,511439,464968,351585,321769,2109298,23.37%
