STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1043,166639,229293,227458,188997,203795,1017225,35.91%
VIC,1585,33959,42360,39711,31426,31830,180871,8.28%
QLD,3033,96359,88909,62241,38848,32138,321528,18.43%
SA,27904,64815,62422,59531,50778,53305,318755,48.88%
WA,715,21365,53143,54255,44535,47452,221465,23.62%
TAS,189,6081,16018,16833,14953,17089,71163,35.32%
NT,51,348,864,942,618,360,3183,3.43%
ACT,209,1384,2639,2420,1907,1700,10259,7.01%
TOTAL,34729,390950,495648,463391,372062,387669,2144449,24.39%
