STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,2928,166505,232413,222644,173881,167515,965886,32.98%
VIC,4333,48012,61236,51212,40204,37513,242510,10.67%
QLD,5330,87077,80680,58232,36357,27666,295342,16.57%
SA,25226,60859,59830,57829,47231,44587,295562,43.69%
WA,1688,23785,54039,54858,42600,42031,219001,23.47%
TAS,501,6693,15875,17098,13957,14653,68777,33.15%
NT,142,751,1166,1003,597,305,3964,5.42%
ACT,538,2646,3758,3036,2209,1922,14109,9.37%
TOTAL,40686,396328,508997,465912,357036,336192,2105151,23.33%
