STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,92,5607,12446,20609,21670,25288,34870,120582,4.44%
VIC,116,9181,20542,25653,22672,21304,22578,122046,5.89%
QLD,118,6479,13799,20346,21534,23068,24655,109999,6.61%
SA,1920,6345,5911,8092,8792,9560,12284,52904,8.37%
WA,85,6776,12816,16201,15993,15396,15251,82518,9.62%
TAS,28,1024,2008,2627,3145,3544,3364,15740,8.20%
NT,2,228,677,852,803,699,339,3600,4.19%
ACT,12,873,2004,2182,1911,1766,1552,10300,7.57%
TOTAL,2373,36513,70203,96562,96520,100625,114893,517689,6.19%
