STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,189,10505,26422,33654,32163,34849,39079,176861,6.27%
VIC,332,21836,41459,40870,32933,29315,26520,193265,8.97%
QLD,364,15558,31001,34386,32760,30879,26390,171338,10.12%
SA,1894,10607,11510,13046,12932,13476,14037,77502,11.76%
WA,228,15405,26269,26445,24020,20353,16872,129592,15.31%
TAS,71,2470,4195,4850,5059,4879,3659,25183,12.49%
NT,15,682,1705,1474,1175,780,316,6147,7.82%
ACT,76,1906,3789,3288,2652,2357,1861,15929,11.36%
TOTAL,3169,78969,146350,158013,143694,136888,128734,795817,9.26%
