STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,34379,198325,236695,227469,175297,159696,1031861,37.18%
VIC,3994,42273,42192,41273,30084,26168,185984,8.73%
QLD,31752,95241,82857,55855,34732,24236,324673,18.92%
SA,26709,58600,56980,56684,46400,40951,286324,44.63%
WA,1537,35024,56867,54427,42156,37515,227526,25.45%
TAS,315,10318,16961,17627,14001,13751,72973,37.61%
NT,86,436,1017,902,593,275,3309,3.79%
ACT,321,1711,2770,2412,1835,1372,10421,7.48%
TOTAL,99093,441928,496339,456649,345098,303964,2143071,24.98%
