STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,33722,203294,239684,220983,158023,130352,986058,34.29%
VIC,6684,61570,60540,53034,38225,30413,250466,11.35%
QLD,30373,85926,76606,52640,32576,20523,298644,17.16%
SA,25071,57322,57136,56082,43088,34007,272706,40.83%
WA,2684,38041,58319,54585,40122,33127,226878,25.94%
TAS,608,11090,17167,17846,12928,11756,71395,35.02%
NT,192,955,1323,988,583,225,4266,5.28%
ACT,605,3201,3708,3084,2143,1555,14296,10.01%
TOTAL,99939,461399,514483,459242,327688,261958,2124709,24.16%
