STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,10550,189727,233284,228298,182651,180271,1024781,35.62%
VIC,1822,38978,42197,40203,30685,29080,182965,8.22%
QLD,15886,97705,85629,58884,36787,27816,322707,18.02%
SA,26079,62236,59571,57712,48479,46717,300794,45.68%
WA,909,27968,55009,54118,43315,41803,223122,23.70%
TAS,187,8173,16684,17294,14560,15373,72271,36.47%
NT,63,375,942,915,594,315,3204,3.55%
ACT,219,1534,2695,2423,1878,1504,10253,7.06%
TOTAL,55715,426696,496011,459847,358949,342879,2140097,23.98%
