STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1236,140230,223886,228315,194868,223613,1012148,35.30%
VIC,1470,28930,43191,39349,32374,34728,180042,8.10%
QLD,1230,86715,89975,65898,41415,35749,320982,18.00%
SA,30781,66486,64687,61220,52902,59474,335550,50.80%
WA,691,16722,50498,54671,45954,52239,220775,22.60%
TAS,178,4527,15180,16758,15527,18711,70881,35.00%
NT,40,319,813,972,648,401,3193,3.40%
ACT,189,1282,2540,2507,1950,1832,10300,6.90%
TOTAL,35815,345211,490770,469690,385638,426747,2153871,24.00%
