STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3883,140369,226000,224019,180579,184810,959660,32.40%
VIC,4729,40762,62589,51783,41078,40959,241900,10.50%
QLD,4376,79350,80814,61692,38608,31082,295922,16.30%
SA,27857,60969,60876,58933,49472,49823,307930,45.10%
WA,1903,19224,51431,55079,44151,46560,218348,22.70%
TAS,564,5161,15100,16975,14540,16143,68483,33.00%
NT,158,643,1125,1035,636,341,3938,4.70%
ACT,588,2421,3786,3129,2281,2141,14346,9.40%
TOTAL,44058,348899,501721,472645,371345,371859,2110527,23.00%
