STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,231,10740,25503,32005,30980,33651,36679,169789,6.02%
VIC,459,21547,38732,38246,31436,27951,24722,183093,8.50%
QLD,442,15465,29665,32830,31370,29493,24563,163828,9.68%
SA,2058,9652,10466,11944,12006,12694,12858,71678,10.88%
WA,255,14667,24533,24711,22354,18793,15376,120689,14.26%
TAS,99,2506,4052,4652,4869,4662,3435,24275,12.04%
NT,13,654,1512,1325,1047,724,270,5545,7.06%
ACT,57,1806,3426,3046,2415,2127,1659,14536,10.37%
TOTAL,3614,77037,137889,148759,136477,130095,119562,753433,8.77%
