table,sector,category,sub_category,year,value
fee_waiver_reasons,State Government,financial disadvantage,,2024-25,65426
fee_waiver_reasons,State Government,financial disadvantage,,2023-24,3114
fee_waiver_reasons,State Government,financial disadvantage,,2022-23,3095
fee_waiver_reasons,State Government,financial disadvantage,,2017-18,277
fee_waiver_reasons,State Government,financial disadvantage,,2016-17,331
fee_waiver_reasons,State Government,financial disadvantage,,2015-16,219
fee_waiver_reasons,State Government,financial disadvantage,,2014-15,260
fee_waiver_reasons,State Government,financial disadvantage,,2013-14,637
fee_waiver_reasons,State Government,financial disadvantage,,2012-13,1017
fee_waiver_reasons,State Government,Member of Parliament,,2024-25,5213
fee_waiver_reasons,State Government,Member of Parliament,,2023-24,1587
fee_waiver_reasons,State Government,Member of Parliament,,2022-23,1839
fee_waiver_reasons,State Government,Member of Parliament,,2017-18,161
fee_waiver_reasons,State Government,Member of Parliament,,2016-17,377
fee_waiver_reasons,State Government,Member of Parliament,,2015-16,371
fee_waiver_reasons,State Government,Member of Parliament,,2014-15,473
fee_waiver_reasons,State Government,Member of Parliament,,2013-14,558
fee_waiver_reasons,State Government,Member of Parliament,,2012-13,626
fee_waiver_reasons,State Government,Other,,2024-25,532
fee_waiver_reasons,State Government,Other,,2023-24,830
fee_waiver_reasons,State Government,Other,,2022-23,400
fee_waiver_reasons,State Government,Other,,2017-18,799
fee_waiver_reasons,State Government,Other,,2016-17,1033
fee_waiver_reasons,State Government,Other,,2015-16,745
fee_waiver_reasons,State Government,Other,,2014-15,542
fee_waiver_reasons,State Government,Other,,2013-14,800
fee_waiver_reasons,State Government,Other,,2012-13,728
fee_waiver_reasons,State Government,Fee reduced,,2017-18,105
fee_waiver_reasons,State Government,Fee reduced,,2016-17,58
fee_waiver_reasons,State Government,Fee reduced,,2015-16,53
fee_waiver_reasons,State Government,Fee reduced,,2014-15,28
fee_waiver_reasons,State Government,Fee reduced,,2013-14,5
fee_waiver_reasons,State Government,Fee reduced,,2012-13,10
fee_waiver_reasons,Local Government,financial disadvantage,,2024-25,996
fee_waiver_reasons,Local Government,financial disadvantage,,2023-24,134
fee_waiver_reasons,Local Government,financial disadvantage,,2022-23,147
fee_waiver_reasons,Local Government,financial disadvantage,,2017-18,8
fee_waiver_reasons,Local Government,financial disadvantage,,2016-17,10
fee_waiver_reasons,Local Government,financial disadvantage,,2015-16,13
fee_waiver_reasons,Local Government,financial disadvantage,,2014-15,16
fee_waiver_reasons,Local Government,financial disadvantage,,2013-14,11
fee_waiver_reasons,Local Government,financial disadvantage,,2012-13,17
fee_waiver_reasons,Local Government,Member of Parliament,,2024-25,36
fee_waiver_reasons,Local Government,Member of Parliament,,2023-24,163
fee_waiver_reasons,Local Government,Member of Parliament,,2022-23,36
fee_waiver_reasons,Local Government,Member of Parliament,,2017-18,10
fee_waiver_reasons,Local Government,Member of Parliament,,2016-17,17
fee_waiver_reasons,Local Government,Member of Parliament,,2015-16,13
fee_waiver_reasons,Local Government,Member of Parliament,,2014-15,19
fee_waiver_reasons,Local Government,Member of Parliament,,2013-14,19
fee_waiver_reasons,Local Government,Member of Parliament,,2012-13,10
fee_waiver_reasons,Local Government,Other,,2024-25,64
fee_waiver_reasons,Local Government,Other,,2023-24,88
fee_waiver_reasons,Local Government,Other,,2022-23,29
fee_waiver_reasons,Local Government,Other,,2017-18,32
fee_waiver_reasons,Local Government,Other,,2016-17,14
fee_waiver_reasons,Local Government,Other,,2015-16,13
fee_waiver_reasons,Local Government,Other,,2014-15,22
fee_waiver_reasons,Local Government,Other,,2013-14,19
fee_waiver_reasons,Local Government,Other,,2012-13,18
fee_waiver_reasons,Local Government,Fee reduced,,2017-18,0
fee_waiver_reasons,Local Government,Fee reduced,,2016-17,1
fee_waiver_reasons,Local Government,Fee reduced,,2015-16,0
fee_waiver_reasons,Local Government,Fee reduced,,2014-15,1
fee_waiver_reasons,Local Government,Fee reduced,,2013-14,0
fee_waiver_reasons,Local Government,Fee reduced,,2012-13,0
fee_waiver_reasons,Universities,financial disadvantage,,2024-25,35
fee_waiver_reasons,Universities,financial disadvantage,,2023-24,45
fee_waiver_reasons,Universities,financial disadvantage,,2022-23,10
fee_waiver_reasons,Universities,financial disadvantage,,2017-18,0
fee_waiver_reasons,Universities,financial disadvantage,,2016-17,0
fee_waiver_reasons,Universities,financial disadvantage,,2015-16,0
fee_waiver_reasons,Universities,financial disadvantage,,2014-15,0
fee_waiver_reasons,Universities,financial disadvantage,,2013-14,0
fee_waiver_reasons,Universities,financial disadvantage,,2012-13,0
fee_waiver_reasons,Universities,Member of Parliament,,2024-25,3
fee_waiver_reasons,Universities,Member of Parliament,,2023-24,17
fee_waiver_reasons,Universities,Member of Parliament,,2022-23,0
fee_waiver_reasons,Universities,Member of Parliament,,2017-18,3
fee_waiver_reasons,Universities,Member of Parliament,,2016-17,30
fee_waiver_reasons,Universities,Member of Parliament,,2015-16,3
fee_waiver_reasons,Universities,Member of Parliament,,2014-15,3
fee_waiver_reasons,Universities,Member of Parliament,,2013-14,3
fee_waiver_reasons,Universities,Member of Parliament,,2012-13,6
fee_waiver_reasons,Universities,Other,,2024-25,1
fee_waiver_reasons,Universities,Other,,2023-24,2
fee_waiver_reasons,Universities,Other,,2022-23,0
fee_waiver_reasons,Universities,Other,,2017-18,1
fee_waiver_reasons,Universities,Other,,2016-17,0
fee_waiver_reasons,Universities,Other,,2015-16,0
fee_waiver_reasons,Universities,Other,,2014-15,1
fee_waiver_reasons,Universities,Other,,2013-14,0
fee_waiver_reasons,Universities,Other,,2012-13,0
fee_waiver_reasons,Universities,Fee reduced,,2017-18,0
fee_waiver_reasons,Universities,Fee reduced,,2016-17,0
fee_waiver_reasons,Universities,Fee reduced,,2015-16,0
fee_waiver_reasons,Universities,Fee reduced,,2014-15,0
fee_waiver_reasons,Universities,Fee reduced,,2013-14,0
fee_waiver_reasons,Universities,Fee reduced,,2012-13,0
amendment_application_outcomes,,Amendment agreed,,2024-25,64
amendment_application_outcomes,,Amendment agreed,,2023-24,18
amendment_application_outcomes,,Amendment agreed,,2022-23,9
amendment_application_outcomes,,Amendment agreed,,2021-22,19
amendment_application_outcomes,,Amendment agreed,,2020-21,14
amendment_application_outcomes,,Amendment agreed,,2019-20,9
amendment_application_outcomes,,Amendment agreed,,2018-19,12
amendment_application_outcomes,,Amendment agreed,,2017-18,35
amendment_application_outcomes,,Amendment agreed,,2016-17,25
amendment_application_outcomes,,Amendment agreed,,2015-16,46
amendment_application_outcomes,,Amendment agreed,,2014-15,56
amendment_application_outcomes,,Amendment agreed,,2013-14,55
amendment_application_outcomes,,Amendment agreed,,2012-13,87
amendment_application_outcomes,,Amendment refused,,2024-25,17
amendment_application_outcomes,,Amendment refused,,2023-24,66
amendment_application_outcomes,,Amendment refused,,2022-23,36
amendment_application_outcomes,,Amendment refused,,2021-22,60
amendment_application_outcomes,,Amendment refused,,2020-21,39
amendment_application_outcomes,,Amendment refused,,2019-20,68
amendment_application_outcomes,,Amendment refused,,2018-19,84
amendment_application_outcomes,,Amendment refused,,2017-18,83
amendment_application_outcomes,,Amendment refused,,2016-17,146
amendment_application_outcomes,,Amendment refused,,2015-16,144
amendment_application_outcomes,,Amendment refused,,2014-15,131
amendment_application_outcomes,,Amendment refused,,2013-14,204
amendment_application_outcomes,,Amendment refused,,2012-13,272
amendment_application_outcomes,,Partial amendment,,2024-25,13
amendment_application_outcomes,,Partial amendment,,2023-24,12
amendment_application_outcomes,,Partial amendment,,2022-23,6
amendment_application_outcomes,,Partial amendment,,2021-22,5
amendment_application_outcomes,,Partial amendment,,2020-21,2
amendment_application_outcomes,,Partial amendment,,2019-20,4
amendment_application_outcomes,,Partial amendment,,2018-19,6
amendment_application_outcomes,,Partial amendment,,2017-18,7
amendment_application_outcomes,,Partial amendment,,2016-17,9
amendment_application_outcomes,,Partial amendment,,2015-16,12
amendment_application_outcomes,,Partial amendment,,2014-15,15
amendment_application_outcomes,,Partial amendment,,2013-14,24
amendment_application_outcomes,,Partial amendment,,2012-13,18
amendment_application_outcomes,,Notation added,,2024-25,8
amendment_application_outcomes,,Notation added,,2023-24,2
amendment_application_outcomes,,Notation added,,2022-23,13
amendment_application_outcomes,,Notation added,,2021-22,2
amendment_application_outcomes,,Notation added,,2020-21,3
amendment_application_outcomes,,Notation added,,2019-20,11
amendment_application_outcomes,,Notation added,,2018-19,8
amendment_application_outcomes,,Notation added,,2017-18,0
amendment_application_outcomes,,Notation added,,2016-17,4
amendment_application_outcomes,,Notation added,,2015-16,2
amendment_application_outcomes,,Notation added,,2014-15,3
amendment_application_outcomes,,Notation added,,2013-14,5
amendment_application_outcomes,,Notation added,,2012-13,6
amendment_application_outcomes,,Withdrawn/closed,,2024-25,49
amendment_application_outcomes,,Withdrawn/closed,,2023-24,13
amendment_application_outcomes,,Withdrawn/closed,,2022-23,13
internal_review_outcomes,,Decision confirmed,,2024-25,226
internal_review_outcomes,,Decision confirmed,,2023-24,227
internal_review_outcomes,,Decision confirmed,,2022-23,179
internal_review_outcomes,,Decision confirmed,,2021-22,142
internal_review_outcomes,,Decision confirmed,,2020-21,138
internal_review_outcomes,,Decision confirmed,,2019-20,133
internal_review_outcomes,,Decision confirmed,,2018-19,141
internal_review_outcomes,,Decision confirmed,,2017-18,105
internal_review_outcomes,,Decision confirmed,,2016-17,173
internal_review_outcomes,,Decision confirmed,,2015-16,128
internal_review_outcomes,,Decision confirmed,,2014-15,182
internal_review_outcomes,,Decision confirmed,,2013-14,165
internal_review_outcomes,,Decision confirmed,,2012-13,191
internal_review_outcomes,,Decision varied,,2024-25,78
internal_review_outcomes,,Decision varied,,2023-24,190
internal_review_outcomes,,Decision varied,,2022-23,157
internal_review_outcomes,,Decision varied,,2021-22,75
internal_review_outcomes,,Decision varied,,2020-21,85
internal_review_outcomes,,Decision varied,,2019-20,193
internal_review_outcomes,,Decision varied,,2018-19,102
internal_review_outcomes,,Decision varied,,2017-18,36
internal_review_outcomes,,Decision varied,,2016-17,61
internal_review_outcomes,,Decision varied,,2015-16,57
internal_review_outcomes,,Decision varied,,2014-15,56
internal_review_outcomes,,Decision varied,,2013-14,107
internal_review_outcomes,,Decision varied,,2012-13,58
internal_review_outcomes,,Decision reversed,,2024-25,18
internal_review_outcomes,,Decision reversed,,2023-24,21
internal_review_outcomes,,Decision reversed,,2022-23,12
internal_review_outcomes,,Decision reversed,,2021-22,28
internal_review_outcomes,,Decision reversed,,2020-21,63
internal_review_outcomes,,Decision reversed,,2019-20,36
internal_review_outcomes,,Decision reversed,,2018-19,37
internal_review_outcomes,,Decision reversed,,2017-18,22
internal_review_outcomes,,Decision reversed,,2016-17,53
internal_review_outcomes,,Decision reversed,,2015-16,43
internal_review_outcomes,,Decision reversed,,2014-15,64
internal_review_outcomes,,Decision reversed,,2013-14,54
internal_review_outcomes,,Decision reversed,,2012-13,41
internal_review_outcomes,,Withdrawn/closed,,2024-25,17
internal_review_outcomes,,Withdrawn/closed,,2023-24,32
internal_review_outcomes,,Withdrawn/closed,,2022-23,29
other_refusal_reasons,State Government,Exempt agency,,2024-25,27
other_refusal_reasons,State Government,Exempt agency,,2023-24,16
other_refusal_reasons,State Government,Exempt agency,,2022-23,55
other_refusal_reasons,State Government,Exempt agency,,2021-22,18
other_refusal_reasons,State Government,Exempt agency,,2020-21,33
other_refusal_reasons,State Government,Exempt agency,,2019-20,42
other_refusal_reasons,State Government,Exempt agency,,2018-19,22
other_refusal_reasons,State Government,Exempt agency,,2017-18,19
other_refusal_reasons,State Government,Exempt agency,,2016-17,19
other_refusal_reasons,State Government,Exempt agency,,2015-16,29
other_refusal_reasons,State Government,Exempt agency,,2014-15,22
other_refusal_reasons,State Government,Exempt agency,,2013-14,11
other_refusal_reasons,State Government,Exempt agency,,2012-13,568
other_refusal_reasons,State Government,Document does not exist/lost,,2024-25,703
other_refusal_reasons,State Government,Document does not exist/lost,,2023-24,614
other_refusal_reasons,State Government,Document does not exist/lost,,2022-23,661
other_refusal_reasons,State Government,Document does not exist/lost,,2021-22,460
other_refusal_reasons,State Government,Document does not exist/lost,,2020-21,375
other_refusal_reasons,State Government,Document does not exist/lost,,2019-20,324
other_refusal_reasons,State Government,Document does not exist/lost,,2018-19,375
other_refusal_reasons,State Government,Document does not exist/lost,,2017-18,385
other_refusal_reasons,State Government,Document does not exist/lost,,2016-17,547
other_refusal_reasons,State Government,Document does not exist/lost,,2015-16,511
other_refusal_reasons,State Government,Document does not exist/lost,,2014-15,448
other_refusal_reasons,State Government,Document does not exist/lost,,2013-14,454
other_refusal_reasons,State Government,Document does not exist/lost,,2012-13,23
other_refusal_reasons,Local Government,Exempt agency,,2024-25,1
other_refusal_reasons,Local Government,Exempt agency,,2023-24,1
other_refusal_reasons,Local Government,Exempt agency,,2022-23,1
other_refusal_reasons,Local Government,Exempt agency,,2021-22,0
other_refusal_reasons,Local Government,Exempt agency,,2020-21,0
other_refusal_reasons,Local Government,Exempt agency,,2019-20,2
other_refusal_reasons,Local Government,Exempt agency,,2018-19,0
other_refusal_reasons,Local Government,Exempt agency,,2017-18,2
other_refusal_reasons,Local Government,Exempt agency,,2016-17,1
other_refusal_reasons,Local Government,Exempt agency,,2015-16,3
other_refusal_reasons,Local Government,Exempt agency,,2014-15,2
other_refusal_reasons,Local Government,Exempt agency,,2013-14,3
other_refusal_reasons,Local Government,Exempt agency,,2012-13,47
other_refusal_reasons,Local Government,Document does not exist/lost,,2024-25,21
other_refusal_reasons,Local Government,Document does not exist/lost,,2023-24,50
other_refusal_reasons,Local Government,Document does not exist/lost,,2022-23,32
other_refusal_reasons,Local Government,Document does not exist/lost,,2021-22,33
other_refusal_reasons,Local Government,Document does not exist/lost,,2020-21,26
other_refusal_reasons,Local Government,Document does not exist/lost,,2019-20,35
other_refusal_reasons,Local Government,Document does not exist/lost,,2018-19,46
other_refusal_reasons,Local Government,Document does not exist/lost,,2017-18,25
other_refusal_reasons,Local Government,Document does not exist/lost,,2016-17,78
other_refusal_reasons,Local Government,Document does not exist/lost,,2015-16,29
other_refusal_reasons,Local Government,Document does not exist/lost,,2014-15,62
other_refusal_reasons,Local Government,Document does not exist/lost,,2013-14,20
other_refusal_reasons,Local Government,Document does not exist/lost,,2012-13,4
other_refusal_reasons,Universities,Exempt agency,,2024-25,0
other_refusal_reasons,Universities,Exempt agency,,2023-24,0
other_refusal_reasons,Universities,Exempt agency,,2022-23,0
other_refusal_reasons,Universities,Exempt agency,,2021-22,0
other_refusal_reasons,Universities,Exempt agency,,2020-21,0
other_refusal_reasons,Universities,Exempt agency,,2019-20,0
other_refusal_reasons,Universities,Exempt agency,,2018-19,0
other_refusal_reasons,Universities,Exempt agency,,2017-18,0
other_refusal_reasons,Universities,Exempt agency,,2016-17,0
other_refusal_reasons,Universities,Exempt agency,,2015-16,0
other_refusal_reasons,Universities,Exempt agency,,2014-15,0
other_refusal_reasons,Universities,Exempt agency,,2013-14,0
other_refusal_reasons,Universities,Exempt agency,,2012-13,3
other_refusal_reasons,Universities,Document does not exist/lost,,2024-25,5
other_refusal_reasons,Universities,Document does not exist/lost,,2023-24,12
other_refusal_reasons,Universities,Document does not exist/lost,,2022-23,0
other_refusal_reasons,Universities,Document does not exist/lost,,2021-22,0
other_refusal_reasons,Universities,Document does not exist/lost,,2020-21,0
other_refusal_reasons,Universities,Document does not exist/lost,,2019-20,2
other_refusal_reasons,Universities,Document does not exist/lost,,2018-19,0
other_refusal_reasons,Universities,Document does not exist/lost,,2017-18,2
other_refusal_reasons,Universities,Document does not exist/lost,,2016-17,4
other_refusal_reasons,Universities,Document does not exist/lost,,2015-16,2
other_refusal_reasons,Universities,Document does not exist/lost,,2014-15,0
other_refusal_reasons,Universities,Document does not exist/lost,,2013-14,1
other_refusal_reasons,Universities,Document does not exist/lost,,2012-13,0
applications_by_year_since_1991,State Government,,,1991-92,1208
applications_by_year_since_1991,State Government,,,1992-93,3065
applications_by_year_since_1991,State Government,,,1993-94,4058
applications_by_year_since_1991,State Government,,,1994-95,4281
applications_by_year_since_1991,State Government,,,1995-96,4070
applications_by_year_since_1991,State Government,,,1996-97,4069
applications_by_year_since_1991,State Government,,,1997-98,5599
applications_by_year_since_1991,State Government,,,1998-99,6781
applications_by_year_since_1991,State Government,,,1999-00,7958
applications_by_year_since_1991,State Government,,,2000-01,7918
applications_by_year_since_1991,State Government,,,2001-02,9427
applications_by_year_since_1991,State Government,,,2002-03,10129
applications_by_year_since_1991,Local Government,,,2002-03,213
applications_by_year_since_1991,Universities,,,2002-03,17
applications_by_year_since_1991,State Government,,,2003-04,11030
applications_by_year_since_1991,Local Government,,,2003-04,227
applications_by_year_since_1991,Universities,,,2003-04,8
applications_by_year_since_1991,State Government,,,2004-05,11229
applications_by_year_since_1991,Local Government,,,2004-05,244
applications_by_year_since_1991,Universities,,,2004-05,10
applications_by_year_since_1991,State Government,,,2005-06,10596
applications_by_year_since_1991,Local Government,,,2005-06,269
applications_by_year_since_1991,Universities,,,2005-06,12
applications_by_year_since_1991,State Government,,,2006-07,11052
applications_by_year_since_1991,Local Government,,,2006-07,313
applications_by_year_since_1991,Universities,,,2006-07,16
applications_by_year_since_1991,State Government,,,2007-08,11228
applications_by_year_since_1991,Local Government,,,2007-08,286
applications_by_year_since_1991,Universities,,,2007-08,15
applications_by_year_since_1991,State Government,,,2008-09,11147
applications_by_year_since_1991,Local Government,,,2008-09,356
applications_by_year_since_1991,Universities,,,2008-09,21
applications_by_year_since_1991,State Government,,,2009-10,12156
applications_by_year_since_1991,Local Government,,,2009-10,358
applications_by_year_since_1991,Universities,,,2009-10,20
applications_by_year_since_1991,State Government,,,2010-11,11960
applications_by_year_since_1991,Local Government,,,2010-11,388
applications_by_year_since_1991,Universities,,,2010-11,18
applications_by_year_since_1991,State Government,,,2011-12,11877
applications_by_year_since_1991,Local Government,,,2011-12,431
applications_by_year_since_1991,Universities,,,2011-12,20
applications_by_year_since_1991,State Government,,,2012-13,11500
applications_by_year_since_1991,Local Government,,,2012-13,447
applications_by_year_since_1991,Universities,,,2012-13,12
applications_by_year_since_1991,State Government,,,2013-14,10181
applications_by_year_since_1991,Local Government,,,2013-14,439
applications_by_year_since_1991,Universities,,,2013-14,18
applications_by_year_since_1991,State Government,,,2014-15,10548
applications_by_year_since_1991,Local Government,,,2014-15,587
applications_by_year_since_1991,Universities,,,2014-15,14
applications_by_year_since_1991,State Government,,,2015-16,10278
applications_by_year_since_1991,Local Government,,,2015-16,456
applications_by_year_since_1991,Universities,,,2015-16,12
applications_by_year_since_1991,State Government,,,2016-17,10555
applications_by_year_since_1991,Local Government,,,2016-17,602
applications_by_year_since_1991,Universities,,,2016-17,21
applications_by_year_since_1991,State Government,,,2017-18,9676
applications_by_year_since_1991,Local Government,,,2017-18,479
applications_by_year_since_1991,Universities,,,2017-18,19
applications_by_year_since_1991,State Government,,,2018-19,9978
applications_by_year_since_1991,Local Government,,,2018-19,490
applications_by_year_since_1991,Universities,,,2018-19,17
applications_by_year_since_1991,State Government,,,2019-20,9784
applications_by_year_since_1991,Local Government,,,2019-20,516
applications_by_year_since_1991,Universities,,,2019-20,44
applications_by_year_since_1991,State Government,,,2020-21,9841
applications_by_year_since_1991,Local Government,,,2020-21,587
applications_by_year_since_1991,Universities,,,2020-21,34
applications_by_year_since_1991,State Government,,,2021-22,9574
applications_by_year_since_1991,Local Government,,,2021-22,451
applications_by_year_since_1991,Universities,,,2021-22,32
applications_by_year_since_1991,State Government,,,2022-23,13158
applications_by_year_since_1991,Local Government,,,2022-23,520
applications_by_year_since_1991,Universities,,,2022-23,24
applications_by_year_since_1991,State Government,,,2023-24,13319
applications_by_year_since_1991,Local Government,,,2023-24,659
applications_by_year_since_1991,Universities,,,2023-24,92
applications_by_year_since_1991,State Government,,,2024-25,14795
applications_by_year_since_1991,Local Government,,,2024-25,582
applications_by_year_since_1991,Universities,,,2024-25,64
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2024-25,343
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2023-24,395
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2022-23,432
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2021-22,601
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2020-21,690
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2019-20,306
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2018-19,282
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2017-18,332
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2016-17,283
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2015-16,113
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2014-15,140
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2013-14,141
s14_1_extensions,State Government,Extension under s14(1)(a) - searching,,2012-13,219
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2024-25,195
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2023-24,185
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2022-23,117
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2021-22,77
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2020-21,180
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2019-20,380
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2018-19,243
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2017-18,134
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2016-17,155
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2015-16,113
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2014-15,81
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2013-14,51
s14_1_extensions,State Government,Extension under s14(1)(b) - consultation,,2012-13,104
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2024-25,31
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2023-24,43
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2022-23,28
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2021-22,13
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2020-21,22
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2019-20,5
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2018-19,9
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2017-18,9
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2016-17,8
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2015-16,11
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2014-15,11
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2013-14,10
s14_1_extensions,Local Government,Extension under s14(1)(a) - searching,,2012-13,12
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2024-25,43
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2023-24,69
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2022-23,36
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2021-22,14
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2020-21,18
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2019-20,14
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2018-19,19
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2017-18,11
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2016-17,10
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2015-16,18
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2014-15,10
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2013-14,16
s14_1_extensions,Local Government,Extension under s14(1)(b) - consultation,,2012-13,9
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2024-25,15
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2023-24,30
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2022-23,3
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2021-22,1
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2020-21,3
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2019-20,10
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2018-19,6
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2017-18,2
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2016-17,2
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2015-16,0
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2014-15,0
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2013-14,2
s14_1_extensions,Universities,Extension under s14(1)(a) - searching,,2012-13,0
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2024-25,0
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2023-24,12
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2022-23,2
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2021-22,0
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2020-21,4
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2019-20,2
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2018-19,4
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2017-18,3
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2016-17,1
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2015-16,0
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2014-15,1
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2013-14,0
s14_1_extensions,Universities,Extension under s14(1)(b) - consultation,,2012-13,0
applications_by_applicant_type,State Government,Member of the Public,,2024-25,7457
applications_by_applicant_type,State Government,Member of the Public,,2023-24,6271
applications_by_applicant_type,State Government,Member of the Public,,2022-23,5758
applications_by_applicant_type,State Government,Member of the Public,,2021-22,5196
applications_by_applicant_type,State Government,Member of the Public,,2020-21,4547
applications_by_applicant_type,State Government,Member of the Public,,2019-20,4000
applications_by_applicant_type,State Government,Member of the Public,,2018-19,4115
applications_by_applicant_type,State Government,Member of the Public,,2017-18,3900
applications_by_applicant_type,State Government,Member of the Public,,2016-17,4032
applications_by_applicant_type,State Government,Member of the Public,,2015-16,4337
applications_by_applicant_type,State Government,Member of the Public,,2014-15,3785
applications_by_applicant_type,State Government,Member of the Public,,2013-14,3862
applications_by_applicant_type,State Government,Member of the Public,,2012-13,3552
applications_by_applicant_type,State Government,Lawyer / Agent,,2024-25,5836
applications_by_applicant_type,State Government,Lawyer / Agent,,2023-24,5269
applications_by_applicant_type,State Government,Lawyer / Agent,,2022-23,5222
applications_by_applicant_type,State Government,Lawyer / Agent,,2021-22,3012
applications_by_applicant_type,State Government,Lawyer / Agent,,2020-21,2972
applications_by_applicant_type,State Government,Lawyer / Agent,,2019-20,3597
applications_by_applicant_type,State Government,Lawyer / Agent,,2018-19,3450
applications_by_applicant_type,State Government,Lawyer / Agent,,2017-18,3878
applications_by_applicant_type,State Government,Lawyer / Agent,,2016-17,3458
applications_by_applicant_type,State Government,Lawyer / Agent,,2015-16,3161
applications_by_applicant_type,State Government,Lawyer / Agent,,2014-15,3463
applications_by_applicant_type,State Government,Lawyer / Agent,,2013-14,3280
applications_by_applicant_type,State Government,Lawyer / Agent,,2012-13,3912
applications_by_applicant_type,State Government,Member of Parliament,,2024-25,1427
applications_by_applicant_type,State Government,Member of Parliament,,2023-24,1697
applications_by_applicant_type,State Government,Member of Parliament,,2022-23,2067
applications_by_applicant_type,State Government,Member of Parliament,,2021-22,556
applications_by_applicant_type,State Government,Member of Parliament,,2020-21,1035
