table,sector,category,sub_category,year,value
determination_outcome,Universities,Personal,full release,2014-15,3
determination_outcome,Universities,Personal,partial release,2014-15,2
determination_outcome,Universities,Personal,release refused,2014-15,0
determination_outcome,Universities,Personal,full release,2013-14,4
determination_outcome,Universities,Personal,partial release,2013-14,3
determination_outcome,Universities,Personal,release refused,2013-14,1
determination_outcome,Universities,Personal,full release,2012-13,4
determination_outcome,Universities,Personal,partial release,2012-13,1
determination_outcome,Universities,Personal,release refused,2012-13,0
determination_outcome,Universities,Non-personal,full release,2024-25,7
determination_outcome,Universities,Non-personal,partial release,2024-25,16
determination_outcome,Universities,Non-personal,release refused,2024-25,0
determination_outcome,Universities,Non-personal,full release,2023-24,9
determination_outcome,Universities,Non-personal,partial release,2023-24,30
determination_outcome,Universities,Non-personal,release refused,2023-24,1
determination_outcome,Universities,Non-personal,full release,2022-23,2
determination_outcome,Universities,Non-personal,partial release,2022-23,3
determination_outcome,Universities,Non-personal,release refused,2022-23,0
determination_outcome,Universities,Non-personal,transferred,2022-23,0
determination_outcome,Universities,Non-personal,withdrawn/closed,2022-23,0
determination_outcome,Universities,Non-personal,full release,2021-22,2
determination_outcome,Universities,Non-personal,partial release,2021-22,9
determination_outcome,Universities,Non-personal,release refused,2021-22,0
determination_outcome,Universities,Non-personal,full release,2020-21,9
determination_outcome,Universities,Non-personal,partial release,2020-21,14
determination_outcome,Universities,Non-personal,release refused,2020-21,11
determination_outcome,Universities,Non-personal,full release,2019-20,4
determination_outcome,Universities,Non-personal,partial release,2019-20,7
determination_outcome,Universities,Non-personal,release refused,2019-20,5
determination_outcome,Universities,Non-personal,full release,2018-19,3
determination_outcome,Universities,Non-personal,partial release,2018-19,5
determination_outcome,Universities,Non-personal,release refused,2018-19,3
determination_outcome,Universities,Non-personal,full release,2017-18,3
determination_outcome,Universities,Non-personal,partial release,2017-18,2
determination_outcome,Universities,Non-personal,release refused,2017-18,3
determination_outcome,Universities,Non-personal,full release,2016-17,5
determination_outcome,Universities,Non-personal,partial release,2016-17,1
determination_outcome,Universities,Non-personal,release refused,2016-17,3
determination_outcome,Universities,Non-personal,full release,2015-16,3
determination_outcome,Universities,Non-personal,partial release,2015-16,4
determination_outcome,Universities,Non-personal,release refused,2015-16,1
determination_outcome,Universities,Non-personal,full release,2014-15,1
determination_outcome,Universities,Non-personal,partial release,2014-15,2
determination_outcome,Universities,Non-personal,release refused,2014-15,1
determination_outcome,Universities,Non-personal,full release,2013-14,5
determination_outcome,Universities,Non-personal,partial release,2013-14,3
determination_outcome,Universities,Non-personal,release refused,2013-14,1
determination_outcome,Universities,Non-personal,full release,2012-13,2
determination_outcome,Universities,Non-personal,partial release,2012-13,1
determination_outcome,Universities,Non-personal,release refused,2012-13,4
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2024-25,5
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2023-24,16
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2022-23,49
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2021-22,19
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2020-21,12
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2019-20,10
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2018-19,11
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2017-18,11
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2016-17,25
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2015-16,51
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2014-15,23
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2013-14,18
refusal_reasons_by_clause,State Government,Section 15 - Application incomplete/wrongly directed,,2012-13,6
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2024-25,31
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2023-24,24
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2022-23,108
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2021-22,42
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2020-21,56
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2019-20,109
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2018-19,25
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2017-18,80
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2016-17,36
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2015-16,20
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2014-15,50
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2013-14,31
refusal_reasons_by_clause,State Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2012-13,41
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2024-25,7
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2023-24,15
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2022-23,72
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2021-22,34
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2020-21,12
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2019-20,91
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2018-19,6
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2017-18,37
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2016-17,13
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2015-16,2
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2014-15,22
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2013-14,11
refusal_reasons_by_clause,State Government,Section 18(2a) - Abuse of right of access,,2012-13,9
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2024-25,34
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2023-24,65
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2022-23,140
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2021-22,63
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2020-21,26
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2019-20,14
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2018-19,34
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2017-18,59
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2016-17,54
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2015-16,24
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2014-15,53
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2013-14,46
refusal_reasons_by_clause,State Government,Section 18(3) - Fees not paid,,2012-13,36
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2024-25,75
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2023-24,239
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2022-23,220
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2021-22,192
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2020-21,332
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2019-20,308
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2018-19,374
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2017-18,395
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2016-17,520
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2015-16,375
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2014-15,430
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2013-14,342
refusal_reasons_by_clause,State Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2012-13,317
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2024-25,4319
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2023-24,2688
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2022-23,3205
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2021-22,3879
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2020-21,3529
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2019-20,3542
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2018-19,3214
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2017-18,3068
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2016-17,3151
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2015-16,2998
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2014-15,2923
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2013-14,3027
refusal_reasons_by_clause,State Government,Section 20(1) - Exempt document,,2012-13,2810
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2024-25,187
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2023-24,93
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2022-23,128
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2021-22,66
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2020-21,77
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2019-20,59
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2018-19,46
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2017-18,57
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2016-17,117
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2015-16,73
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2014-15,79
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2013-14,54
refusal_reasons_by_clause,State Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2012-13,97
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2024-25,3
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2023-24,0
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2022-23,2
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2021-22,2
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2020-21,1
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2019-20,4
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2018-19,1
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2017-18,2
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2016-17,2
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2015-16,0
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2014-15,2
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2013-14,1
refusal_reasons_by_clause,Local Government,Section 15 - Application incomplete/wrongly directed,,2012-13,1
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2024-25,1
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2023-24,2
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2022-23,7
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2021-22,8
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2020-21,4
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2019-20,2
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2018-19,2
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2017-18,3
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2016-17,10
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2015-16,7
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2014-15,8
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2013-14,6
refusal_reasons_by_clause,Local Government,Section 18(1) - Unreasonable diversion of an agency’s resources,,2012-13,2
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2024-25,2
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2023-24,7
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2022-23,6
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2021-22,2
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2020-21,4
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2019-20,1
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2018-19,9
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2017-18,8
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2016-17,5
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2015-16,4
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2014-15,6
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2013-14,2
refusal_reasons_by_clause,Local Government,Section 18(2a) - Abuse of right of access,,2012-13,1
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2024-25,2
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2023-24,3
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2022-23,5
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2021-22,18
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2020-21,9
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2019-20,4
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2018-19,4
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2017-18,5
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2016-17,9
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2015-16,5
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2014-15,5
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2013-14,4
refusal_reasons_by_clause,Local Government,Section 18(3) - Fees not paid,,2012-13,2
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2024-25,1
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2023-24,3
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2022-23,0
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2021-22,2
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2020-21,3
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2019-20,0
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2018-19,1
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2017-18,2
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2016-17,2
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2015-16,2
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2014-15,4
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2013-14,0
refusal_reasons_by_clause,Local Government,Section 19(2) - Deemed refusal - over 30 days to respond,,2012-13,0
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2024-25,102
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2023-24,206
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2022-23,92
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2021-22,158
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2020-21,173
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2019-20,151
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2018-19,118
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2017-18,166
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2016-17,122
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2015-16,140
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2014-15,120
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2013-14,98
refusal_reasons_by_clause,Local Government,Section 20(1) - Exempt document,,2012-13,104
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2024-25,27
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2023-24,25
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2022-23,37
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2021-22,16
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2020-21,48
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2019-20,26
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2018-19,24
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2017-18,49
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2016-17,34
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2015-16,34
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2014-15,21
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2013-14,20
refusal_reasons_by_clause,Local Government,Section 20(1)(b)(c)(d) – Documents otherwise available,,2012-13,39
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2024-25,8
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2023-24,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2022-23,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2021-22,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2020-21,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2019-20,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2018-19,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2017-18,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2016-17,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2015-16,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2014-15,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2013-14,0
refusal_reasons_by_clause,Universities,Section 15 - Application incomplete/wrongly directed,,2012-13,0
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2024-25,0
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2023-24,1
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2022-23,1
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2021-22,0
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2020-21,0
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2019-20,1
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2018-19,0
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2017-18,0
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2016-17,1
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2015-16,0
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2014-15,0
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2013-14,0
refusal_reasons_by_clause,Universities,Section 18(1) - Unreasonable diversion of an agency’s resources,,2012-13,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2024-25,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2023-24,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2022-23,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2021-22,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2020-21,8
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2019-20,1
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2018-19,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2017-18,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2016-17,1
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2015-16,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2014-15,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2013-14,0
refusal_reasons_by_clause,Universities,Section 18(2a) - Abuse of right of access,,2012-13,0
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2024-25,0
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2023-24,1
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2022-23,0
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2021-22,1
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2020-21,1
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2019-20,0
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2018-19,2
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2017-18,0
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2016-17,0
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2015-16,0
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2014-15,0
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2013-14,0
refusal_reasons_by_clause,Universities,Section 18(3) - Fees not paid,,2012-13,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2024-25,1
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2023-24,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2022-23,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2021-22,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2020-21,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2019-20,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2018-19,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2017-18,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2016-17,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2015-16,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2014-15,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2013-14,0
refusal_reasons_by_clause,Universities,Section 19(2) - Deemed refusal - over 30 days to respond,,2012-13,0
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2024-25,33
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2023-24,23
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2022-23,13
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2021-22,25
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2020-21,21
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2019-20,26
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2018-19,8
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2017-18,8
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2016-17,7
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2015-16,4
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2014-15,5
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2013-14,6
refusal_reasons_by_clause,Universities,Section 20(1) - Exempt document,,2012-13,3
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2024-25,0
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2023-24,1
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2022-23,0
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2021-22,0
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2020-21,0
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2019-20,0
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2018-19,0
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2017-18,1
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2016-17,0
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2015-16,1
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2014-15,0
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2013-14,0
refusal_reasons_by_clause,Universities,Section 20(1)(b)(c)(d) – Documents otherwise available,,2012-13,0
processing_time,State Government,0-15 days,,2021-22,2218
processing_time,State Government,0-15 days,,2020-21,2246
