STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,5093,114872,218109,224799,187340,201962,952175,31.10%
VIC,5528,33577,63947,53179,42357,44523,243111,10.10%
QLD,5333,71321,79178,65155,41178,34640,296805,15.70%
SA,29495,60669,61614,60116,51819,55424,319137,45.90%
WA,2153,15212,48286,55365,45898,51037,217951,21.60%
TAS,594,3871,14227,16682,15117,17689,68180,32.60%
NT,178,627,1039,1101,678,384,4007,4.60%
ACT,641,2330,3729,3252,2359,2317,14628,9.30%
TOTAL,49015,302479,490129,479649,386746,407976,2115994,22.30%
