STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3197,181360,231525,228138,185636,191766,1021622,35.51%
VIC,1795,36485,42358,40136,30531,30429,181734,8.17%
QLD,9266,97468,87352,60497,37633,29982,322198,17.99%
SA,26855,63515,60962,58603,49374,49868,309177,46.95%
WA,842,24667,54273,53998,43940,44464,222184,23.60%
TAS,197,7146,16385,17027,14679,16195,71629,36.15%
NT,57,354,905,922,617,338,3193,3.54%
ACT,199,1425,2687,2403,1891,1625,10230,7.04%
TOTAL,42408,412420,496447,461724,364301,364667,2141967,24.00%
