DATAFLOW,MEASURE,SEX,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,OBS_COMMENT
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2003,4.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2004,4.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2005,4.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2006,4.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2007,4.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2008,4.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2009,4.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2010,4.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2011,4.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2012,4.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2013,4.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2014,4.81,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2015,4.856,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2016,4.65,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2017,5.792,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2018,5.104,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2019,4.595,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2020,5.01,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2021,5.117,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2022,5.757,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2023,5.454,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),5,1,8,A,2024,5.252,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1971,70.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1972,70.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1973,70.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1974,71.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1975,70.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1976,71.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1977,71.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1978,71.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1979,71.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1980,72.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1981,72.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1982,72.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1983,73,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1984,73.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1985,73.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1986,73.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1987,74.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1988,74.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1989,75.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1990,75,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1991,75.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1992,75.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1993,76,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1994,76.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1995,76.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1996,77.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1997,77.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1998,77.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,1999,77.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2000,78.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2001,78.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2002,79.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2003,79.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2004,79.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2005,80,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2006,80.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2007,80.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2008,81.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2009,81.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2010,81.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2011,81.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2012,82,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2013,82,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2014,82.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2015,82.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2016,82.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2017,82.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2018,82.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2019,82.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2020,82.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2021,82.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2022,82.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2023,82.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,1,A,2024,82.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1971,69.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1972,70.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1973,69.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1974,70.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1975,70.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1976,71,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1977,70.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1978,71.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1979,71.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1980,72.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1981,72.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1982,72.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1983,73.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1984,73.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1985,73.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1986,74.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1987,74,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1988,74.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1989,74.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1990,75,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1991,75.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1992,75.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1993,76.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1994,75.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1995,76.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1996,76.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1997,76.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1998,76.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,1999,77.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2000,77.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2001,77.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2002,78.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2003,78.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2004,78.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2005,79.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2006,79.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2007,79.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2008,79.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2009,79.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2010,80.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2011,80.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2012,80.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2013,80.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2014,80.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2015,80.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2016,81,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2017,80.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2018,80.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2019,81.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2020,80.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2021,81.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2022,81.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2023,81.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,5,A,2024,81.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1971,118.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1972,123.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1973,123.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1974,121.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1975,122.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1976,122.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1977,119.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1978,121.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1979,121.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1980,123.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1981,122.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1982,118.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1983,117.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1984,117.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1985,116.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1986,115.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1987,115.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1988,114.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1989,115.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1990,115.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1991,114.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1992,115.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1993,113.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1994,112.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1995,111.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1996,111.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1997,108.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1998,110.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,1999,111,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2000,106.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2001,108.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2002,106.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2003,104.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2004,105.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2005,105.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2006,104.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2007,104,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2008,103.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2009,104.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2010,103.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2011,103.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2012,103.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2013,105.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2014,101.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2015,103.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2016,104.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2017,106.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2018,107.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2019,107,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2020,109.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2021,107.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2022,108.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2023,109.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),7,3,1,A,2024,110.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1974,17.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1975,14.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1976,11.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1977,12.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1978,11.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1979,12.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1980,10.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1981,10.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1982,11.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1983,9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1984,9.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1985,10.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1986,9.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1987,9.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1988,9.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1989,7.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1990,8.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1991,7.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1992,6.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1993,6.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1994,5.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1995,5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1996,5.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1997,5.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1998,4.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,1999,6.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2000,4.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2001,5.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2002,5.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2003,6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2004,4.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2005,5.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2006,4.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2007,4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2008,4.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2009,4.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2010,3.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2011,4.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2012,3.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2013,2.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2014,2.71,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2015,2.43,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2016,2.87,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2017,3.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2018,3.77,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2019,3.63,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2020,3.05,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2021,3.43,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2022,2.81,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2023,2.99,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,2,A,2024,3.14,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1971,514502,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1972,528872,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1973,538783,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1974,552168,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1975,566319,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1976,578383,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1977,592221,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1978,604589,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1979,614579,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1980,627133,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1981,642807,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1982,662007,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1983,677369,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1984,688782,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1985,702922,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1986,722888,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1987,741530,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1988,760967,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1989,782971,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1990,800677,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1991,813137,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1992,824451,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1993,834424,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1994,847311,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1995,862952,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1996,879156,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1997,894857,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1998,909520,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,1999,923874,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2000,937584,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2001,952185,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2002,962119,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2003,973093,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2004,984462,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2005,998434,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2006,1016014,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2007,1044436,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2008,1076806,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2009,1110812,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2010,1136781,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2011,1168359,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2012,1201893,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2013,1232622,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2014,1250714,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2015,1263974,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2016,1274010,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2017,1289817,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2018,1307064,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2019,1328458,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2020,1355781,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2021,1373048,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2022,1392071,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2023,1434731,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),1,2,5,A,2024,1476247,PSNS,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1971,27,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1972,27,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1973,27.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1974,27.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1975,27.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1976,27.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1977,28.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1978,28.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1979,28.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1980,28.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1981,29.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1982,29.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1983,29.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1984,29.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1985,30.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1986,30.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1987,30.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1988,31,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1989,31.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1990,31.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1991,31.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1992,32.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1993,32.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1994,32.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1995,33.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1996,33.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),2,1,2,A,1997,33.9,NUM,,
