DATAFLOW,MEASURE,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,OBS_COMMENT
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1975,81172,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1976,78749,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1977,78302,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1978,78052,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1979,77469,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1980,79801,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1981,81971,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1982,83908,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1983,83307,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1984,77994,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1985,87786,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1986,84531,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1987,86093,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1988,84647,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1989,85790,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1990,90534,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1991,87367,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1992,92585,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1993,89354,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1994,87977,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1995,87849,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1996,86595,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1997,87156,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1998,85499,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,1999,86784,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2000,86752,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2001,84578,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2002,86583,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2003,86344,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2004,85894,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2005,91224,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2006,92188,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2007,96351,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2008,100276,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2009,98231,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2010,101266,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2011,99054,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2012,98508,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2013,100462,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2014,91074,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2015,100079,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2016,96083,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2017,96591,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2018,107343,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2019,98906,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2020,95459,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2021,101332,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2022,97884,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2023,91947,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),1,1,A,2024,89030,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1975,15.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1976,14.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1977,14.9,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1978,14.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1979,14.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1980,14.1,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1981,14.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1982,14.4,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1983,14.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1984,14.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1985,14.4,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1986,14.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1987,13.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1988,13.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1989,13.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1990,13.9,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1991,13.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1992,13.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1993,13.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1994,13.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1995,13.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1996,13,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1997,12.4,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1998,12.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,1999,12,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2000,11.9,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2001,11.5,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2002,11.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2003,11.5,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2004,11.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2005,11.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2006,11.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2007,12.5,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2008,12.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2009,12.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2010,12.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2011,12.1,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2012,12.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2013,12,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2014,12.1,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2015,11.5,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2016,11.5,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2017,11,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2018,10.9,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2019,11,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2020,10.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2021,11,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2022,10.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2023,10,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,4,A,2024,9.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1975,17835,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1976,18073,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1977,18149,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1978,17991,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1979,17723,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1980,17796,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1981,18596,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1982,18939,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1983,19440,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1984,18136,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1985,19223,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1986,19755,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1987,18709,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1988,19829,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1989,19636,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1990,19379,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1991,18995,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1992,18400,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1993,18090,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1994,17918,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1995,17664,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1996,17128,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1997,17134,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1998,16861,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,1999,16458,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2000,16561,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2001,15700,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2002,15325,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2003,15511,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2004,15868,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2005,16600,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2006,17383,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2007,18032,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2008,19713,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2009,19040,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2010,19640,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2011,20122,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2012,21021,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2013,21625,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2014,22266,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2015,21911,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2016,22285,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2017,21462,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2018,20742,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2019,20460,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2020,19235,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2021,19882,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2022,17919,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2023,18136,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),7,5,A,2024,17377,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1975,23705,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1976,23064,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1977,23314,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1978,24744,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1979,26110,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1980,28076,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1981,31200,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1982,32958,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1983,35646,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1984,34629,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1985,38275,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1986,40950,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1987,43806,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1988,46768,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1989,50788,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1990,57407,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1991,59223,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1992,63368,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1993,64874,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1994,66092,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1995,68050,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1996,69568,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1997,70738,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1998,71570,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,1999,72691,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2000,73011,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2001,75719,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2002,78438,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2003,79308,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2004,81765,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2005,86283,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2006,89694,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2007,99170,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2008,105387,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2009,105619,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2010,104484,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2011,103098,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2012,106835,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2013,106019,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2014,102999,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2015,105275,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2016,105628,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2017,107660,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2018,111302,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2019,108786,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2020,107570,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2021,118788,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2022,120130,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2023,114424,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),8,AUS,A,2024,114649,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1975,2590,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1976,2315,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1977,2305,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1978,2435,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1979,2439,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1980,2615,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1981,2604,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1982,2737,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1983,2900,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1984,2583,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1985,2693,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1986,2728,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1987,2675,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1988,2691,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1989,3017,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1990,3175,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1991,2768,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1992,2544,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1993,2608,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1994,2623,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1995,2486,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1996,2546,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1997,2475,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1998,2166,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,1999,2140,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2000,2097,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2001,2202,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2002,2263,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2003,2417,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2004,1957,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2005,1813,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2006,1733,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2007,2050,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2008,2534,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2009,3585,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2010,2997,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2011,2600,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2012,2695,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2013,2570,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2014,2710,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2015,2639,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2016,2417,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2017,3268,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2018,3583,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2019,3564,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2020,3199,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2021,3849,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2022,3426,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2023,3494,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),10,3,A,2024,3740,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1975,21,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1976,20.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1977,20.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1978,19.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1979,19.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1980,18.9,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1981,18.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1982,17.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1983,17.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1984,16.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1985,16.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1986,15.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1987,15.5,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1988,15.9,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1989,15,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1990,15.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1991,16.4,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1992,15.1,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1993,14.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1994,14.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1995,14.4,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1996,14.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1997,13.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1998,12.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,1999,13.5,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2000,12.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2001,12.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2002,12.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2003,12.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2004,12.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2005,12.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2006,13.4,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2007,13.9,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2008,13.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2009,13.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2010,14.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2011,13.9,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2012,14.5,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2013,14.5,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2014,14.3,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2015,14,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2016,12.8,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2017,15,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2018,12.6,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2019,12.7,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2020,12.1,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2021,12.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2022,11.9,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2023,11.2,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),3,8,A,2024,11,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1975,29913,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1976,29456,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1977,28577,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1978,28551,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1979,27985,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1980,28251,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1981,29016,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1982,29174,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1983,29233,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1984,29081,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1985,30058,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1986,29307,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1987,29902,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1988,30446,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1989,31161,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1990,32613,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1991,31802,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1992,32075,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1993,31256,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1994,31070,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1995,30483,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1996,29556,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1997,29484,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1998,29189,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,1999,28774,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,2000,28845,NUM,,
ABS:BIRTHS_SUMMARY(1.0.0),5,2,A,2001,28683,NUM,,
