table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,29894
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,20603
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,8520
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5012
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,1810
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,3793
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,2312
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,83179
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,11187
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,29048
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,15719
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,8360
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5512
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,2060
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,4188
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,3177
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,79249
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,9704
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,28478
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,15001
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,7155
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5182
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,2130
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,3977
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,1690
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,73318
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,9202
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,25908
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,13766
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,8429
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5510
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,1896
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,3609
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,1407
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,69727
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2019-20,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,8155
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2019-20,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,25472
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2019-20,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,14254
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2019-20,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,8755
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2019-20,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5068
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2019-20,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,1875
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2019-20,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,2043
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2019-20,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,1535
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2019-20,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,67157
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2018-19,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,7986
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2018-19,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,24267
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2018-19,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,13138
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2018-19,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,8328
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2018-19,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5970
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2018-19,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,1737
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2018-19,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,2025
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2018-19,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,1443
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2018-19,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,64893
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2017-18,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,8101
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2017-18,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,20633
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2017-18,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,12928
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2017-18,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,8470
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2017-18,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5282
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2017-18,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,1738
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2017-18,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,1353
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2017-18,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,1199
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2017-18,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,59704
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2016-17,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,8431
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2016-17,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,16767
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2016-17,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,12365
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2016-17,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,8408
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2016-17,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,4128
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2016-17,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,1573
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2016-17,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,1141
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2016-17,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,1199
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2016-17,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,54012
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2015-16,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,7106
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2015-16,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,16124
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2015-16,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,13003
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2015-16,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,7315
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2015-16,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,4316
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2015-16,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,1527
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2015-16,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,1261
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2015-16,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,1186
7A.15,"Real net recurrent expenditure, civil, 2024-25 dollars",2015-16,Recurrent expenditure,Real net recurrent expenditure; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,51838
