table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,6049
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,5770
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,5495
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,WA,1932
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,2775
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,474
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,195
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,NT,242
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,7329
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,6709
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,6241
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,3196
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,4000
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,678
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,228
