table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2024-25,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,1137
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2024-25,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,0
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2024-25,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,186
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2024-25,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,0
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2024-25,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,0
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2024-25,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,49
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2024-25,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,1859
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,11579
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,29894
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,20869
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,8531
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5055
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,1810
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,3835
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,2397
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,83969
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,8367
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,5237
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,5929
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,18398
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,665
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,847
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,1603
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,418
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,41465
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,425
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,1193
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,0
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,176
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,0
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,48
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2023-24,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,1842
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,11766
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,29048
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,16267
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,8396
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5548
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,2060
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,4240
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,3255
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,80580
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,8695
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,5741
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,4589
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,16893
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,839
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,865
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,2758
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,521
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,40903
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,279
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,869
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,211
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,56
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2022-23,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,1415
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,9990
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,28478
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,15375
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,7251
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,5227
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,2132
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,4053
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,1701
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,74209
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,9431
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,5728
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Qld,3844
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,WA,17387
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,609
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Tas,835
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,ACT,1938
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,367
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,40139
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,314
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,940
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,SA,201
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NT,54
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2021-22,Recurrent expenditure,Real recurrent expenditure; civil,Payroll tax where applicable,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Aust,1508
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,NSW,9322
7A.12,"Real recurrent expenditure, civil, 2024-25 dollars",2020-21,Recurrent expenditure,Real recurrent expenditure; civil,Excluding payroll tax,Excluding autopsy and forensic science,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,Vic,25908
