table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,671
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,239
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,313
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,972
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,2033
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,842
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,806
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,950
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,296
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,72
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,94
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,402
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,840
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,333
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,WA,239
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,219
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,133
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,49
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NT,71
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,29.3
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,39.2
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,35.9
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,25.9
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,41.6
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,44.1
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,30.1
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,30.0
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,12.1
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,16.2
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,14.2
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,7.7
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,9.6
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,19.8
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,20.5
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,22.7
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,3176
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,4602
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,2519
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2067
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2429
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,665
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,139
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,287
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,786
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1569
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,927
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,483
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,936
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,263
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,64
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,103
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,354
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,545
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,373
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,WA,158
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,194
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,117
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,44
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NT,72
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,24.7
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,34.1
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,36.8
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,23.4
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,38.5
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,39.5
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,46.0
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,35.9
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,11.1
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,11.8
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,14.8
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,7.6
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,8.0
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,17.6
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,31.7
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,25.1
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,3544
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,4718
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,2548
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2280
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2228
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,638
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,150
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,327
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,776
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1484
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,1020
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,458
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,755
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,272
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,82
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,101
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,365
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,652
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,448
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,WA,153
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,255
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,98
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,51
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NT,63
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,21.9
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,31.5
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,40.0
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,20.1
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,33.9
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,42.6
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,54.7
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,30.9
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,10.3
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,13.8
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,17.6
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,6.7
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,11.4
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,15.4
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,34.0
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,19.3
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,2991
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,3938
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,2441
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2127
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2251
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,545
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,177
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,365
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,753
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1112
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,953
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,447
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,826
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,222
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,85
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,113
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,344
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,523
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,431
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,WA,141
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,384
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,78
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,47
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NT,67
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,25.2
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,28.2
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,39.0
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,21.0
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,36.7
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,40.7
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,48.0
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,31.0
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,11.5
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,13.3
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,17.7
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,6.6
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,17.1
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,14.3
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,26.6
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,18.4
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,2849
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,3785
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,2684
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2173
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2478
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,564
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,164
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,275
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,669
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1066
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,991
