STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,129,3115,15752,23655,25480,28399,47997,144527,5.10%
VIC,100,7021,27760,32771,29368,27645,34948,159613,7.31%
QLD,76,4015,16122,22916,24746,25656,34898,128429,7.36%
SA,2284,8610,9548,11054,12069,12794,19435,75794,11.62%
WA,36,5195,16622,19833,19983,19127,23111,103907,11.08%
TAS,15,900,2599,3094,3716,4279,5197,19800,9.83%
NT,1,192,885,1054,1096,990,605,4823,5.20%
ACT,10,842,2955,3022,2823,2403,2626,14681,10.03%
TOTAL,2651,29890,92243,117399,119281,121293,168817,651574,7.41%
