STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,21344,198095,238518,221845,162607,137936,980345,33.25%
VIC,4773,59072,60608,52428,39041,31948,247870,10.91%
QLD,22767,87341,77401,53981,33800,21866,297156,16.55%
SA,24502,58714,57663,56574,44221,36269,277943,40.96%
WA,2075,34207,57296,54404,40915,34655,223552,24.74%
TAS,486,10062,16874,17679,13353,12361,70815,34.32%
NT,161,892,1252,1000,580,233,4118,4.92%
ACT,540,3070,3676,3065,2177,1608,14136,9.71%
TOTAL,76648,451453,513288,460976,336694,276876,2115935,23.43%
