STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,21572,194764,234881,228039,179959,168706,1027921,36.04%
VIC,2458,41078,42053,40658,30891,27422,184560,8.38%
QLD,23533,96737,84243,57284,35942,25798,323537,18.28%
SA,26276,60684,58378,57169,47727,43462,293696,44.99%
WA,1121,31488,55991,54208,43056,39159,225023,24.32%
TAS,222,9251,16818,17423,14447,14429,72590,36.86%
NT,70,408,980,910,608,289,3265,3.61%
ACT,267,1616,2735,2413,1875,1426,10332,7.25%
TOTAL,75519,436026,496079,458104,354505,320691,2140924,24.24%
