STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,148,3117,16069,23952,25961,28879,49253,147379,5.20%
VIC,99,6793,28147,33114,30113,28205,36125,162596,7.40%
QLD,60,3680,16419,22917,24924,25823,35795,129618,7.40%
SA,2451,9046,10110,11318,12389,13097,19970,78381,12.00%
WA,30,4868,16785,19859,20058,19341,23603,104544,11.10%
TAS,13,836,2611,3083,3708,4289,5329,19869,9.90%
NT,1,178,889,1063,1108,992,637,4868,5.30%
ACT,7,785,3019,3091,2860,2441,2723,14926,10.20%
TOTAL,2809,29303,94049,118397,121121,123067,173435,662181,7.50%
