STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,380,7837,35183,44309,40471,42051,59264, 229 495,7.80%
VIC,328,19477,59275,57351,45535,40383,44503, 266 852,11.70%
QLD,270,11834,38732,43654,39923,37707,41351, 213 471,12.00%
SA,2510,13740,18575,18516,18119,18588,23759, 113 807,16.80%
WA,134,12085,35697,34297,30511,27057,27336, 167 117,17.90%
TAS,65,2575,5802,6098,6313,6413,6159, 33 425,16.10%
NT,19,633,2275,2086,1712,1218,643, 8 586,11.70%
ACT,31,2000,5880,4978,3898,3234,3396, 23 417,15.60%
TOTAL,3737,70181,201419,211289,186482,176651,206411,1056170,11.70%
