STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,119,3102,15625,23555,25351,28283,47640,143675,5.07%
VIC,99,7021,27625,32640,29152,27443,34640,158620,7.26%
QLD,82,4090,16047,22923,24681,25619,34629,128071,7.34%
SA,2296,8566,9424,11008,11970,12704,19267,75235,11.54%
WA,31,5295,16590,19819,19886,19105,22954,103680,11.06%
TAS,15,919,2588,3073,3696,4273,5152,19716,9.79%
NT,1,191,881,1065,1089,988,594,4809,5.19%
ACT,12,852,2937,2987,2816,2385,2597,14586,9.96%
TOTAL,2655,30036,91717,117070,118641,120800,167473,648392,7.38%
