STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,319,7677,34080,42936,39226,41175,56923,222336,7.59%
VIC,375,19944,57846,56019,44064,39181,42441,259870,11.43%
QLD,330,12445,37855,43145,39193,36981,39790,209739,11.77%
SA,2353,13275,17519,18006,17653,18076,22803,109685,16.22%
WA,153,12948,35071,33886,30051,26688,26314,165111,17.69%
TAS,86,2638,5679,6097,6237,6339,5912,32988,15.90%
NT,13,675,2230,2032,1696,1165,611,8422,11.52%
ACT,29,2060,5690,4830,3827,3136,3225,22797,15.14%
TOTAL,3658,71662,195970,206951,181947,172741,198019,1030948,11.42%
