year,quarter,quarter_label,city,suburb,sales_count,median_price_aud,median_change_yoy_pct,reported_in_file
2017,2,2017-Q2,ONKAPARINGA,DARLINGTON,7,410000,-0.08379888268156424,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,DORSET VALE,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,FLAGSTAFF HILL,42,505000,0.08079186730872125,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,HACKHAM,17,280000,-0.0967741935483871,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,HACKHAM WEST,17,252000,-0.0136986301369863,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,HALLETT COVE,48,490000,0.20689655172413793,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,HAPPY VALLEY,44,396000,0.03800786369593709,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,HUNTFIELD HEIGHTS,20,273000,-0.05862068965517241,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,IRONBANK,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,KANGARILLA,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,LONSDALE,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,MASLIN BEACH,4,357500,-0.07263294422827497,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,MCLAREN FLAT,6,519000,-0.056363636363636366,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,MCLAREN VALE,10,440000,-0.04864864864864865,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,MOANA,8,385000,-0.09941520467836257,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,MORPHETT VALE,102,312500,0.0451505016722408,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,NOARLUNGA CENTRE,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,NOARLUNGA DOWNS,14,346750,-0.07840531561461794,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,O'HALLORAN HILL,12,350000,-0.07894736842105263,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,O'SULLIVAN BEACH,12,305000,0.03389830508474576,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,OLD NOARLUNGA,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,OLD REYNELLA,13,376000,0.016216216216216217,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,ONKAPARINGA HILLS,6,446750,0.06750298685782556,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,PORT NOARLUNGA,11,438500,-0.003409090909090909,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,PORT NOARLUNGA SOUTH,9,435000,0.1211340206185567,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,PORT WILLUNGA,4,370000,0.05263157894736842,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,REYNELLA,23,311500,-0.05606060606060606,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,REYNELLA EAST,13,325000,-0.18952618453865336,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,SEAFORD,16,347500,0.0578386605783866,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,SEAFORD HEIGHTS,4,409950,-0.28704347826086957,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,SEAFORD MEADOWS,14,376000,-0.035897435897435895,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,SEAFORD RISE,26,420000,0.10526315789473684,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,SELLICKS BEACH,19,455000,0.46774193548387094,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,SELLICKS HILL,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,TATACHILLA,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,THE RANGE,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,VALE PARK,12,684500,-0.14007537688442212,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,WHITES VALLEY,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,WILLUNGA,11,464000,-0.010133333333333333,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,WILLUNGA SOUTH,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,ONKAPARINGA,WOODCROFT,48,425000,0.15176151761517614,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ANDREWS FARM,36,272500,0.020599250936329586,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ANGLE VALE,3,450000,-0.19210053859964094,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,BIBARINGA,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,BLAKEVIEW,35,335000,-0.02046783625730994,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,BUCKLAND PARK,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,CRAIGMORE,39,310000,0.08771929824561403,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,DAVOREN PARK,24,186250,-0.032467532467532464,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,EDINBURGH,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,EDINBURGH NORTH,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ELIZABETH,6,272500,0.19517543859649122,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ELIZABETH DOWNS,16,205000,0.07894736842105263,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ELIZABETH EAST,14,205000,-0.03529411764705882,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ELIZABETH GROVE,7,220000,-0.08333333333333333,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ELIZABETH NORTH,8,202500,0.13764044943820225,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ELIZABETH PARK,9,196500,-0.08604651162790698,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ELIZABETH SOUTH,9,240000,0.1136890951276102,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ELIZABETH VALE,16,237500,0.03036876355748373,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,EVANSTON PARK,20,370000,0.04005621925509487,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,EYRE,6,284750,,metro-median-house-sales-2018-q2.xlsx
2017,2,2017-Q2,PLAYFORD,GOULD CREEK,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,HILLBANK,20,350000,0.04477611940298507,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,HILLIER,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,HUMBUG SCRUB,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,MACDONALD PARK,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,MUNNO PARA,16,271000,0.07114624505928854,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,MUNNO PARA DOWNS,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,MUNNO PARA WEST,18,270000,-0.007352941176470588,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ONE TREE HILL,4,630000,0.016129032258064516,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,PENFIELD,5,274500,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,PENFIELD GARDENS,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,SAMPSON FLAT,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,SMITHFIELD,8,221950,-0.14634615384615385,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,SMITHFIELD PLAINS,16,197500,0.17559523809523808,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ST KILDA,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,ULEYBURY,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,VIRGINIA,4,535000,-0.02727272727272727,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,WATERLOO CORNER,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PLAYFORD,YATTALUNGA,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,ALBERTON,8,450000,-0.0022172949002217295,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,ANGLE PARK,4,405000,-0.11475409836065574,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,BIRKENHEAD,13,421500,0.06844106463878327,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,BLAIR ATHOL,20,494250,0.16843971631205673,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,BROADVIEW,13,497500,-0.08294930875576037,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,CLEARVIEW,23,431000,0.0775,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,CROYDON PARK,11,424000,-0.013953488372093023,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,DERNANCOURT,15,463000,0.0663325644837557,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,DEVON PARK,5,360000,-0.3076923076923077,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,DRY CREEK,1,175000,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,DUDLEY PARK,4,485000,0.043010752688172046,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,ENFIELD,23,407000,0.11506849315068493,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,ETHELTON,6,425000,0.10677083333333333,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,EXETER,1,450000,-0.11154985192497532,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,FERRYDEN PARK,4,405000,-0.08783783783783784,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,GEPPS CROSS,2,385000,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,GILLES PLAINS,13,358000,-0.032432432432432434,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,GILLMAN,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,GLANVILLE,6,440000,0.04142011834319527,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,GREENACRES,16,442500,0.005681818181818182,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,HAMPSTEAD GARDENS,9,555000,0.1935483870967742,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,HILLCREST,17,470250,0.08103448275862069,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,HOLDEN HILL,14,390000,0.04697986577181208,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,KILBURN,8,460500,0.15125,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,KLEMZIG,15,535000,0.00375234521575985,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,LARGS BAY,9,650000,0.1016949152542373,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,LARGS NORTH,18,455750,0.05988372093023256,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,LIGHTSVIEW,32,467500,-0.0966183574879227,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,MANNINGHAM,9,552000,-0.18222222222222223,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,MANSFIELD PARK,8,375000,-0.15730337078651685,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,NEW PORT,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,NORTH HAVEN,18,482500,0.015789473684210527,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,NORTHFIELD,17,414000,0.06153846153846154,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,NORTHGATE,13,602505.5,0.07686416443252904,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,OAKDEN,12,440500,0.10125,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,OSBORNE,4,397500,0.08904109589041095,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,OTTOWAY,12,340000,-0.04895104895104895,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,OUTER HARBOR,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,OVINGHAM,1,702500,0.025547445255474453,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,PETERHEAD,5,400000,-0.012345679012345678,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,PORT ADELAIDE,3,415500,0.40847457627118644,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,PROSPECT,44,759000,0.1859375,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,QUEENSTOWN,8,355000,-0.13414634146341464,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,REGENCY PARK,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,ROSEWATER,19,348000,0.0014388489208633094,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,SEFTON PARK,6,712000,0.7365853658536585,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,SEMAPHORE,4,535750,-0.1288617886178862,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,SEMAPHORE SOUTH,4,664000,0.38189386056191466,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,TAPEROO,8,362500,0.06932153392330384,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,VALLEY VIEW,32,386000,-0.04714885213527524,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,WALKLEY HEIGHTS,11,560000,0.09268292682926829,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,WINDSOR GARDENS,22,450000,0.029748283752860413,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,WINGFIELD,2,303500,0.037606837606837605,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PORT ADELAIDE ENFIELD,WOODVILLE GARDENS,7,437000,0.07901234567901234,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PROSPECT,BROADVIEW,13,497500,-0.08294930875576037,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PROSPECT,COLLINSWOOD,5,930000,0.3247863247863248,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PROSPECT,FITZROY,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PROSPECT,MEDINDIE GARDENS,1,813000,-0.41928571428571426,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PROSPECT,NAILSWORTH,12,730000,-0.020134228187919462,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PROSPECT,OVINGHAM,1,702500,0.025547445255474453,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PROSPECT,PROSPECT,44,759000,0.1859375,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PROSPECT,SEFTON PARK,6,712000,0.7365853658536585,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,PROSPECT,THORNGATE,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,BOLIVAR,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,BRAHMA LODGE,16,272500,-0.02154398563734291,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,BURTON,28,322500,0.05392156862745098,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,CAVAN,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,DIREK,4,317750,-0.037121212121212124,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,DRY CREEK,1,175000,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,EDINBURGH,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,ELIZABETH VALE,16,237500,0.03036876355748373,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,GLOBE DERBY PARK,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,GREEN FIELDS,1,320000,-0.152317880794702,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,GULFVIEW HEIGHTS,10,691500,0.7961038961038961,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,INGLE FARM,40,343000,0.07020280811232449,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,MAWSON LAKES,56,454500,-0.053125,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,MODBURY HEIGHTS,32,380000,0.0410958904109589,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,PARA HILLS,34,323000,0.09491525423728814,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,PARA HILLS WEST,11,315000,0.09375,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,PARA VISTA,12,335250,-0.05563380281690141,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,PARAFIELD GARDENS,41,352500,0.175,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,PARALOWIE,61,312750,0.09736842105263158,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,POORAKA,27,347000,-0.008571428571428572,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,SALISBURY,20,305000,0.08444444444444445,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,SALISBURY DOWNS,21,300000,0.01694915254237288,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,SALISBURY EAST,42,310000,0.049069373942470386,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,SALISBURY HEIGHTS,20,433500,0.03832335329341317,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,SALISBURY NORTH,37,253500,-0.0058823529411764705,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,SALISBURY PARK,8,300000,0.041666666666666664,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,SALISBURY PLAIN,2,322500,0.0109717868338558,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,SALISBURY SOUTH,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,ST KILDA,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,VALLEY VIEW,32,386000,-0.04714885213527524,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,WALKLEY HEIGHTS,11,560000,0.09268292682926829,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,SALISBURY,WATERLOO CORNER,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,BANKSIA PARK,24,422000,0.02303030303030303,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,DERNANCOURT,15,463000,0.0663325644837557,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,FAIRVIEW PARK,8,425000,0.02706621556307395,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,GILLES PLAINS,13,358000,-0.032432432432432434,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,GOLDEN GROVE,36,446750,0.01534090909090909,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,GOULD CREEK,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,GREENWITH,40,478250,0.027389903329752954,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,GULFVIEW HEIGHTS,10,691500,0.7961038961038961,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,HIGHBURY,30,550000,0.1111111111111111,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,HOLDEN HILL,14,390000,0.04697986577181208,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,HOPE VALLEY,22,440000,0.14285714285714285,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,MODBURY,20,374000,0.004026845637583893,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,MODBURY HEIGHTS,32,380000,0.0410958904109589,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,MODBURY NORTH,25,367500,0.06521739130434782,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,REDWOOD PARK,26,392000,0.02617801047120419,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,RIDGEHAVEN,20,383250,0.16844512195121952,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,SALISBURY EAST,42,310000,0.049069373942470386,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,SALISBURY HEIGHTS,20,433500,0.03832335329341317,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,ST AGNES,10,408500,0.05012853470437018,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,SURREY DOWNS,7,402000,0.12605042016806722,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,TEA TREE GULLY,20,371500,-0.10481927710843374,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,VALLEY VIEW,32,386000,-0.04714885213527524,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,VISTA,6,427500,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,WYNN VALE,25,445000,-0.05319148936170213,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,TEA TREE GULLY,YATALA VALE,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,BLACK FOREST,1,732000,0.10482227756395744,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,CLARENCE PARK,12,725000,0.46464646464646464,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,EVERARD PARK,1,850000,-0.15,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,FORESTVILLE,3,452000,-0.3151515151515151,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,FULLARTON,4,751500,-0.06179775280898876,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,GOODWOOD,9,795000,0.08016304347826086,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,HIGHGATE,6,910500,-0.15694444444444444,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,HYDE PARK,9,1485500,0.3786542923433875,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,KESWICK,1,700000,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,KINGS PARK,,,,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,MALVERN,4,1076500,0.05954724409448819,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,MILLSWOOD,3,1067000,-0.11452282157676348,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,MYRTLE BANK,1,551000,-0.3424821002386635,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,PARKSIDE,13,907500,0.09337349397590361,metro-median-house-sales-2017-q2.xlsx
2017,2,2017-Q2,UNLEY,UNLEY,4,1090000,-0.2733333333333333,metro-median-house-sales-2017-q2.xlsx
