table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2022-23,1403,11.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2023-24,1629,12.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2024-25,1706,12.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2022-23,10893,86.8
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2023-24,11274,85.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2024-25,11406,84.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Unknown,,2022-23,254,2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Unknown,,2023-24,343,2.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Unknown,,2024-25,440,3.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Male,,2022-23,4406,35.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Male,,2023-24,4736,35.7
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Male,,2024-25,4958,36.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Female,,2022-23,7992,63.7
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Female,,2023-24,8342,62.9
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Female,,2024-25,8366,61.7
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),0 to 9 years,,2022-23,16,0.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),0 to 9 years,,2023-24,16,0.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),0 to 9 years,,2024-25,29,0.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),10 to 19 years,,2022-23,213,1.7
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),10 to 19 years,,2023-24,277,2.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),10 to 19 years,,2024-25,283,2.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),20 to 24 years,,2022-23,739,5.9
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),20 to 24 years,,2023-24,811,6.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),20 to 24 years,,2024-25,793,5.9
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),25 to 34 years,,2022-23,3680,29.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),25 to 34 years,,2023-24,3750,28.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),25 to 34 years,,2024-25,3675,27.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),35 to 44 years,,2022-23,4216,33.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),35 to 44 years,,2023-24,4637,35
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),35 to 44 years,,2024-25,4852,35.8
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),45 to 54 years,,2022-23,2299,18.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),45 to 54 years,,2023-24,2387,18
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),45 to 54 years,,2024-25,2511,18.5
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),55 to 64 years,,2022-23,853,6.8
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),55 to 64 years,,2023-24,844,6.4
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),55 to 64 years,,2024-25,897,6.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),65 years and over,,2022-23,468,3.7
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),65 years and over,,2023-24,474,3.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),65 years and over,,2024-25,477,3.5
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),Unknown,,2022-23,64,0.5
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),Unknown,,2023-24,53,0.4
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),Unknown,,2024-25,31,0.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),1,,2022-23,8701,69.4
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),1,,2023-24,8861,66.9
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),1,,2024-25,8879,65.5
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),2,,2022-23,2532,20.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),2,,2023-24,2585,19.5
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),2,,2024-25,2725,20.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),3,,2022-23,707,5.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),3,,2023-24,928,7
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),3,,2024-25,981,7.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),4,,2022-23,287,2.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),4,,2023-24,430,3.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),4,,2024-25,453,3.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),5 or more,,2022-23,319,2.5
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),5 or more,,2023-24,445,3.4
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),5 or more,,2024-25,512,3.8
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),Total clients,,2022-23,12545,100
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),Total clients,,2023-24,13252,100
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Number of services completed (per client),Total clients,,2024-25,13551,100
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Parenting arrangements,,2022-23,9950,52.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Parenting arrangements,,2023-24,11600,54.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Parenting arrangements,,2024-25,12785,56.9
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Family law property,,2022-23,1905,10
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Family law property,,2023-24,2135,10
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Family law property,,2024-25,2287,10.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Other family law problem,,2022-23,1084,5.7
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Other family law problem,,2023-24,1008,4.7
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Other family law problem,,2024-25,1189,5.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Family and domestic violence,,2022-23,619,3.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Family and domestic violence,,2023-24,1093,5.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Family and domestic violence,,2024-25,1043,4.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Abduction and harassment,,2022-23,692,3.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Abduction and harassment,,2023-24,1117,5.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Abduction and harassment,,2024-25,937,4.2
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),"Divorce, de-facto separations and/or annulment",,2022-23,872,4.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),"Divorce, de-facto separations and/or annulment",,2023-24,874,4.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),"Divorce, de-facto separations and/or annulment",,2024-25,806,3.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Miscellaneous offences,,2022-23,785,4.1
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Miscellaneous offences,,2023-24,793,3.7
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Miscellaneous offences,,2024-25,800,3.6
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Acts intended to cause injury,,2022-23,247,1.3
12,"Clients who received duty lawyer services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Selected problem type (Top 10),Acts intended to cause injury,,2023-24,352,1.6
