table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),50 to 64 years,,2023-24,3877,21
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),50 to 64 years,,2024-25,4059,20.5
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),65 years and over,,2022-23,1874,11.1
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),65 years and over,,2023-24,2068,11.2
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),65 years and over,,2024-25,2031,10.3
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),Unknown,,2022-23,664,3.9
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),Unknown,,2023-24,417,2.3
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),Unknown,,2024-25,458,2.3
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),1,,2022-23,12292,72.7
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),1,,2023-24,13483,73.1
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),1,,2024-25,14412,72.8
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),2,,2022-23,2595,15.4
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),2,,2023-24,2813,15.3
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),2,,2024-25,3148,15.9
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),3,,2022-23,912,5.4
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),3,,2023-24,986,5.3
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),3,,2024-25,1076,5.4
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),4,,2022-23,429,2.5
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),4,,2023-24,454,2.5
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),4,,2024-25,463,2.3
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),5 or more,,2022-23,668,4
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),5 or more,,2023-24,698,3.8
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),5 or more,,2024-25,685,3.5
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),Total clients,,2022-23,16898,100
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),Total clients,,2023-24,18436,100
26,"Clients who received legal task services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),Total clients,,2024-25,19786,100
