table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Male,,2023-24,40500,33.1
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Male,,2024-25,38963,33.6
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Female,,2022-23,74837,64.6
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Female,,2023-24,78313,63.9
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Female,,2024-25,72352,62.4
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),0 to 17 years,,2022-23,2505,2.2
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),0 to 17 years,,2023-24,2293,1.9
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),0 to 17 years,,2024-25,2345,2
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),18 to 24 years,,2022-23,8485,7.3
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),18 to 24 years,,2023-24,8630,7
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),18 to 24 years,,2024-25,8816,7.6
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),25 to 34 years,,2022-23,24465,21.1
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),25 to 34 years,,2023-24,25811,21.1
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),25 to 34 years,,2024-25,24232,20.9
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),35 to 49 years,,2022-23,40073,34.6
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),35 to 49 years,,2023-24,42800,34.9
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),35 to 49 years,,2024-25,40123,34.6
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),50 to 64 years,,2022-23,23137,20
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),50 to 64 years,,2023-24,25123,20.5
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),50 to 64 years,,2024-25,23395,20.2
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),65 years and over,,2022-23,12907,11.1
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),65 years and over,,2023-24,13797,11.3
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),65 years and over,,2024-25,13060,11.3
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),Unknown,,2022-23,4293,3.7
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),Unknown,,2023-24,4016,3.3
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),Unknown,,2024-25,4067,3.5
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),1,,2022-23,77980,67.3
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),1,,2023-24,82468,67.3
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),1,,2024-25,75952,65.5
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),2,,2022-23,21265,18.4
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),2,,2023-24,22772,18.6
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),2,,2024-25,22677,19.5
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),3,,2022-23,7480,6.5
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),3,,2023-24,7822,6.4
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),3,,2024-25,7850,6.8
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),4,,2022-23,3616,3.1
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),4,,2023-24,3811,3.1
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),4,,2024-25,3842,3.3
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),5 or more,,2022-23,5525,4.8
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),5 or more,,2023-24,5599,4.6
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),5 or more,,2024-25,5714,4.9
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),Total clients,,2022-23,115863,100
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),Total clients,,2023-24,122468,100
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),Total clients,,2024-25,116039,100
