table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2022-23,9875,8.7
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2023-24,11140,9.3
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2024-25,11387,10
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2022-23,89885,79.1
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2023-24,95693,80
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2024-25,88120,77.7
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Unknown,,2022-23,13845,12.2
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Unknown,,2023-24,12710,10.6
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Unknown,,2024-25,13870,12.2
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Total,,2022-23,113602,100
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Total,,2023-24,119546,100
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Total,,2024-25,113369,100
23,"Clients, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Male,,2022-23,36909,31.9
