table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2022-23,28179,44
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2023-24,27981,43.7
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2024-25,29429,43.9
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Non-Indigenous,,2022-23,32601,50.9
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Non-Indigenous,,2023-24,33294,52
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Non-Indigenous,,2024-25,33979,50.7
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Unknown,,2022-23,3301,5.2
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Unknown,,2023-24,2794,4.4
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Unknown,,2024-25,3648,5.4
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Male,,2022-23,31951,49.9
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Male,,2023-24,31026,48.4
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Male,,2024-25,32604,48.6
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Female,,2022-23,29439,45.9
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Female,,2023-24,29918,46.7
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Female,,2024-25,31283,46.7
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),0 to 17 years,,2022-23,10248,16
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),0 to 17 years,,2023-24,10026,15.6
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),0 to 17 years,,2024-25,10205,15.2
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),18 to 24 years,,2022-23,8030,12.5
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),18 to 24 years,,2023-24,7580,11.8
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),18 to 24 years,,2024-25,7732,11.5
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),25 to 34 years,,2022-23,17710,27.6
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),25 to 34 years,,2023-24,17799,27.8
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),25 to 34 years,,2024-25,18401,27.4
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),35 to 49 years,,2022-23,19888,31
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),35 to 49 years,,2023-24,20067,31.3
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),35 to 49 years,,2024-25,21564,32.2
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),50 to 64 years,,2022-23,5857,9.1
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),50 to 64 years,,2023-24,6141,9.6
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),50 to 64 years,,2024-25,6745,10.1
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),65 years and over,,2022-23,2033,3.2
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),65 years and over,,2023-24,2169,3.4
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),65 years and over,,2024-25,2078,3.1
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),Unknown,,2022-23,318,0.5
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),Unknown,,2023-24,282,0.4
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),Unknown,,2024-25,327,0.5
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),1,,2022-23,50415,78.7
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),1,,2023-24,51512,80.4
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),1,,2024-25,52888,78.9
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),2,,2022-23,9101,14.2
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),2,,2023-24,8407,13.1
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),2,,2024-25,9230,13.8
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),3,,2022-23,2653,4.1
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),3,,2023-24,2283,3.6
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),3,,2024-25,2606,3.9
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),4,,2022-23,874,1.4
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),4,,2023-24,838,1.3
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),4,,2024-25,1029,1.5
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),5 or more,,2022-23,1046,1.6
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),5 or more,,2023-24,1042,1.6
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),5 or more,,2024-25,1304,1.9
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),Total clients,,2022-23,64087,100
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),Total clients,,2023-24,64078,100
6,"Clients who received representation services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),Total clients,,2024-25,67056,100
