table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Male,,2022-23,689,12.1
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Male,,2023-24,839,12.6
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Male,,2024-25,827,13.6
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Female,,2022-23,4789,84.4
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Female,,2023-24,5543,83.5
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Female,,2024-25,4766,78.2
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),0 to 17 years,,2022-23,n.p.,1.6
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),0 to 17 years,,2023-24,67,1
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),0 to 17 years,,2024-25,n.p.,1.2
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),18 to 24 years,,2022-23,n.p.,7.1
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),18 to 24 years,,2023-24,443,6.7
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),18 to 24 years,,2024-25,n.p.,6.6
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),25 to 34 years,,2022-23,n.p.,23.2
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),25 to 34 years,,2023-24,1506,22.7
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),25 to 34 years,,2024-25,n.p.,21.2
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),35 to 49 years,,2022-23,n.p.,34.7
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),35 to 49 years,,2023-24,2327,35.1
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),35 to 49 years,,2024-25,n.p.,35.3
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),50 to 64 years,,2022-23,n.p.,15.2
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),50 to 64 years,,2023-24,1107,16.7
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),50 to 64 years,,2024-25,n.p.,16.5
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),65 years and over,,2022-23,n.p.,11.7
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),65 years and over,,2023-24,700,10.5
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),65 years and over,,2024-25,n.p.,9.3
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),Unknown,,2022-23,n.p.,6.5
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),Unknown,,2023-24,491,7.4
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Age (group),Unknown,,2024-25,n.p.,9.8
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),1,,2022-23,4035,71.1
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),1,,2023-24,4848,73
25,"Clients who received non-legal support services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),1,,2024-25,4481,73.6
