table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),3,,2023-24,261,2.6
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),3,,2024-25,279,2.9
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),4,,2022-23,67,0.7
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),4,,2023-24,68,0.7
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),4,,2024-25,90,0.9
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),5 or more,,2022-23,89,0.9
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),5 or more,,2023-24,81,0.8
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),5 or more,,2024-25,76,0.8
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),Total clients,,2022-23,9965,100
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),Total clients,,2023-24,10213,100
28,"Clients who received representation services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Number of services completed (per client),Total clients,,2024-25,9705,100
