table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Legal advice,,2022-23,60721,46.2
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Legal advice,,2023-24,62566,45.5
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Legal advice,,2024-25,68924,46.3
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Non-legal support,,2022-23,n.a.,n.a.
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Non-legal support,,2023-24,n.a.,n.a.
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Non-legal support,,2024-25,n.a.,n.a.
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Legal task,,2022-23,10453,7.9
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Legal task,,2023-24,11843,8.6
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Legal task,,2024-25,13412,9
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Ongoing legal support,,2022-23,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Ongoing legal support,,2023-24,10,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Ongoing legal support,,2024-25,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Facilitated resolution process,,2022-23,12423,9.4
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Facilitated resolution process,,2023-24,14401,10.5
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Facilitated resolution process,,2024-25,14370,9.7
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Duty lawyer,,2022-23,15629,11.9
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Duty lawyer,,2023-24,16838,12.3
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Duty lawyer,,2024-25,18091,12.2
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Representations,,2022-23,32295,24.6
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Representations,,2023-24,31728,23.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Representations,,2024-25,33962,22.8
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Dispute resolution,Representations,2022-23,11511,8.8
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Dispute resolution,Representations,2023-24,13598,9.9
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Dispute resolution,Representations,2024-25,14598,9.8
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Court/tribunal,Representations,2022-23,18531,14.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Court/tribunal,Representations,2023-24,15717,11.4
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Court/tribunal,Representations,2024-25,16440,11.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Other representation,Representations,2022-23,78,0.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Other representation,Representations,2023-24,80,0.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Other representation,Representations,2024-25,101,0.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Total services,,2022-23,131522,100
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Total services,,2023-24,137375,100
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Family law,Total services,,2024-25,148746,100
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Legal advice,,2022-23,72084,79.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Legal advice,,2023-24,80417,81.2
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Legal advice,,2024-25,83498,83.2
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Non-legal support,,2022-23,n.a.,n.a.
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Non-legal support,,2023-24,n.a.,n.a.
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Non-legal support,,2024-25,n.a.,n.a.
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Legal task,,2022-23,15967,17.5
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Legal task,,2023-24,14715,14.9
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Legal task,,2024-25,12408,12.4
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Ongoing legal support,,2022-23,27,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Ongoing legal support,,2023-24,55,0.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Ongoing legal support,,2024-25,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Facilitated resolution process,,2022-23,3,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Facilitated resolution process,,2023-24,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Facilitated resolution process,,2024-25,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Duty lawyer,,2022-23,1463,1.6
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Duty lawyer,,2023-24,2013,2
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Duty lawyer,,2024-25,1637,1.6
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Representations,,2022-23,1540,1.7
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Representations,,2023-24,1806,1.8
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Representations,,2024-25,2812,2.8
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Dispute resolution,Representations,2022-23,9,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Dispute resolution,Representations,2023-24,9,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Dispute resolution,Representations,2024-25,52,0.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Court/tribunal,Representations,2022-23,1031,1.1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Court/tribunal,Representations,2023-24,976,1
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Court/tribunal,Representations,2024-25,1267,1.3
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Other representation,Representations,2022-23,306,0.3
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Other representation,Representations,2023-24,450,0.5
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Other representation,Representations,2024-25,680,0.7
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Total services,,2022-23,91088,100
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Total services,,2023-24,99007,100
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Civil law,Total services,,2024-25,100362,100
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Legal advice,,2022-23,64073,74.2
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Legal advice,,2023-24,55123,72.5
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Legal advice,,2024-25,56840,71.6
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Non-legal support,,2022-23,n.a.,n.a.
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Non-legal support,,2023-24,n.a.,n.a.
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Non-legal support,,2024-25,n.a.,n.a.
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Legal task,,2022-23,17912,20.7
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Legal task,,2023-24,16288,21.4
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Legal task,,2024-25,17591,22.2
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Ongoing legal support,,2022-23,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Ongoing legal support,,2023-24,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Ongoing legal support,,2024-25,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Facilitated resolution process,,2022-23,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Facilitated resolution process,,2023-24,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Facilitated resolution process,,2024-25,0,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Duty lawyer,,2022-23,1950,2.3
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Duty lawyer,,2023-24,2549,3.4
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Duty lawyer,,2024-25,2732,3.4
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Representations,,2022-23,2460,2.8
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Representations,,2023-24,2030,2.7
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Representations,,2024-25,2213,2.8
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Dispute resolution,Representations,2022-23,7,0
14,"Services, Law type by service type, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Criminal law,Dispute resolution,Representations,2023-24,0,0
