table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2022-23,2914,9.7
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2023-24,3407,11.1
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2024-25,3782,11.5
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2022-23,24970,83.3
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2023-24,25275,82.6
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2024-25,26693,81
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Unknown,,2022-23,2102,7
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Unknown,,2023-24,1898,6.2
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Aboriginal and Torres Strait Islander status,Unknown,,2024-25,2495,7.6
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Male,,2022-23,11297,37.7
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Male,,2023-24,11065,36.2
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Male,,2024-25,12224,37.1
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Female,,2022-23,16313,54.4
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Female,,2023-24,16641,54.4
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Gender,Female,,2024-25,18019,54.6
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),0 to 9 years,,2022-23,4722,15.7
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),0 to 9 years,,2023-24,4863,15.9
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),0 to 9 years,,2024-25,5028,15.2
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),10 to 19 years,,2022-23,2484,8.3
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),10 to 19 years,,2023-24,2051,6.7
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),10 to 19 years,,2024-25,2178,6.6
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),20 to 24 years,,2022-23,1801,6
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),20 to 24 years,,2023-24,1787,5.8
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),20 to 24 years,,2024-25,1795,5.4
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),25 to 34 years,,2022-23,8351,27.9
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),25 to 34 years,,2023-24,8668,28.3
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),25 to 34 years,,2024-25,8975,27.2
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),35 to 44 years,,2022-23,7687,25.6
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),35 to 44 years,,2023-24,8030,26.3
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),35 to 44 years,,2024-25,8795,26.7
13,"Clients who received representation services, Selected characteristics, Legal Aid Commissions, 2022-23 to 2024-25",Legal Aid Commissions,Age (group),45 to 54 years,,2022-23,3414,11.4
