table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2022-23,8018,8.3
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2023-24,9141,8.9
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2024-25,9303,9.7
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2022-23,76739,79.8
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2023-24,82829,80.4
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Non-Indigenous,,2024-25,74680,77.8
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Unknown,,2022-23,11380,11.8
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Unknown,,2023-24,11041,10.7
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Aboriginal and Torres Strait Islander status,Unknown,,2024-25,11978,12.5
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Male,,2022-23,30394,31.6
24,"Clients who received legal advice services, Selected characteristics, Community Legal Centres, 2022-23 to 2024-25",Community Legal Centres,Gender,Male,,2023-24,34178,33.2
