table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Legal advice,,2022-23,348569,47.7
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Legal advice,,2023-24,360055,47.4
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Legal advice,,2024-25,365298,46.1
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Non-legal support,,2022-23,23964,3.3
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Non-legal support,,2023-24,29038,3.8
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Non-legal support,,2024-25,33887,4.3
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Legal task,,2022-23,76999,10.5
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Legal task,,2023-24,80981,10.7
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Legal task,,2024-25,86149,10.9
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Ongoing legal support,,2022-23,843,0.1
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Ongoing legal support,,2023-24,719,0.1
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Ongoing legal support,,2024-25,1038,0.1
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Facilitated resolution process,,2022-23,12635,1.7
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Facilitated resolution process,,2023-24,14566,1.9
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Facilitated resolution process,,2024-25,14588,1.8
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Duty lawyer,,2022-23,180528,24.7
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Duty lawyer,,2023-24,188975,24.9
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Duty lawyer,,2024-25,198167,25
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Representations,,2022-23,87693,12
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Representations,,2023-24,85921,11.3
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Representations,,2024-25,92655,11.7
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Dispute resolution,Representations,2022-23,12219,1.7
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Dispute resolution,Representations,2023-24,14611,1.9
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Dispute resolution,Representations,2024-25,15599,2
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Court/tribunal,Representations,2022-23,63686,8.7
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Court/tribunal,Representations,2023-24,60045,7.9
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Court/tribunal,Representations,2024-25,64927,8.2
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Other representation,Representations,2022-23,9393,1.3
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Other representation,Representations,2023-24,8539,1.1
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Other representation,Representations,2024-25,8481,1.1
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Total services,,2022-23,731221,100
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Total services,,2023-24,760254,100
7,"Services, Service type, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),,Total services,,2024-25,791780,100
