table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Legal advice,,2022-23,2656,59.7
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Legal advice,,2023-24,2678,49.8
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Legal advice,,2024-25,3181,55.1
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Non-legal support,,2022-23,n.a.,n.a.
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Non-legal support,,2023-24,n.a.,n.a.
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Non-legal support,,2024-25,n.a.,n.a.
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Legal task,,2022-23,730,16.4
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Legal task,,2023-24,1485,27.6
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Legal task,,2024-25,1731,30
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Ongoing legal support,,2022-23,12,0.3
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Ongoing legal support,,2023-24,16,0.3
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Ongoing legal support,,2024-25,32,0.6
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Facilitated resolution process,,2022-23,3,0.1
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Facilitated resolution process,,2023-24,3,0.1
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Facilitated resolution process,,2024-25,0,0
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Duty lawyer,,2022-23,290,6.5
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Duty lawyer,,2023-24,349,6.5
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Duty lawyer,,2024-25,285,4.9
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Representations,,2022-23,762,17.1
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Representations,,2023-24,843,15.7
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Representations,,2024-25,544,9.4
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Dispute resolution,Representations,2022-23,110,2.5
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Dispute resolution,Representations,2023-24,97,1.8
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Dispute resolution,Representations,2024-25,58,1
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Court/tribunal,Representations,2022-23,411,9.2
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Court/tribunal,Representations,2023-24,568,10.6
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Court/tribunal,Representations,2024-25,322,5.6
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Other representation,Representations,2022-23,235,5.3
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Other representation,Representations,2023-24,170,3.2
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Other representation,Representations,2024-25,163,2.8
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Total services,,2022-23,4446,100
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Total services,,2023-24,5377,100
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Family law,Total services,,2024-25,5771,100
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Legal advice,,2022-23,8310,35.4
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Legal advice,,2023-24,9940,35.4
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Legal advice,,2024-25,12201,33.4
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Non-legal support,,2022-23,n.a.,n.a.
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Non-legal support,,2023-24,n.a.,n.a.
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Non-legal support,,2024-25,n.a.,n.a.
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Legal task,,2022-23,2780,11.8
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Legal task,,2023-24,4316,15.4
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Legal task,,2024-25,6982,19.1
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Ongoing legal support,,2022-23,37,0.2
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Ongoing legal support,,2023-24,22,0.1
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Ongoing legal support,,2024-25,82,0.2
22,"Services, Law type by service type, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Civil law,Facilitated resolution process,,2022-23,25,0.1
