table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Gender,Male,,2022-23,17306,71.7
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Gender,Male,,2023-24,16457,70.7
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Gender,Male,,2024-25,17130,70.3
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Gender,Female,,2022-23,6765,28
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Gender,Female,,2023-24,6751,29
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Gender,Female,,2024-25,7165,29.4
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),0 to 9 years,,2022-23,80,0.3
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),0 to 9 years,,2023-24,78,0.3
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),0 to 9 years,,2024-25,43,0.2
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),10 to 19 years,,2022-23,4160,17.2
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),10 to 19 years,,2023-24,4166,17.9
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),10 to 19 years,,2024-25,4209,17.3
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),20 to 24 years,,2022-23,3554,14.7
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),20 to 24 years,,2023-24,3346,14.4
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),20 to 24 years,,2024-25,3234,13.3
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),25 to 34 years,,2022-23,7372,30.6
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),25 to 34 years,,2023-24,7084,30.4
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),25 to 34 years,,2024-25,7430,30.5
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),35 to 44 years,,2022-23,5333,22.1
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),35 to 44 years,,2023-24,5114,22
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),35 to 44 years,,2024-25,5558,22.8
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),45 to 54 years,,2022-23,2669,11.1
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),45 to 54 years,,2023-24,2599,11.2
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),45 to 54 years,,2024-25,2880,11.8
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),55 to 64 years,,2022-23,751,3.1
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),55 to 64 years,,2023-24,693,3
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),55 to 64 years,,2024-25,821,3.4
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),65 years and over,,2022-23,183,0.8
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),65 years and over,,2023-24,157,0.7
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),65 years and over,,2024-25,171,0.7
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),Unknown,,2022-23,33,0.1
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),Unknown,,2023-24,32,0.1
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),Unknown,,2024-25,25,0.1
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),1,,2022-23,16814,69.7
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),1,,2023-24,16108,69.2
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),1,,2024-25,16380,67.2
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),2,,2022-23,4265,17.7
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),2,,2023-24,4110,17.7
21,"Clients who received representation services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),2,,2024-25,4414,18.1
