table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),10 to 19 years,,2024-25,260,10.3
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),20 to 24 years,,2022-23,n.p.,n.p.
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),20 to 24 years,,2023-24,174,8.7
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),20 to 24 years,,2024-25,268,10.6
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),25 to 34 years,,2022-23,n.p.,n.p.
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),25 to 34 years,,2023-24,427,21.3
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),25 to 34 years,,2024-25,749,29.7
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),35 to 44 years,,2022-23,n.p.,n.p.
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),35 to 44 years,,2023-24,350,17.4
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),35 to 44 years,,2024-25,603,23.9
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),45 to 54 years,,2022-23,n.p.,n.p.
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),45 to 54 years,,2023-24,185,9.2
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),45 to 54 years,,2024-25,350,13.9
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),55 to 64 years,,2022-23,n.p.,n.p.
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),55 to 64 years,,2023-24,75,3.7
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),55 to 64 years,,2024-25,174,6.9
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),65 years and over,,2022-23,n.p.,n.p.
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),65 years and over,,2023-24,34,1.7
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),65 years and over,,2024-25,67,2.7
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),Unknown,,2022-23,n.p.,n.p.
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),Unknown,,2023-24,578,28.8
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Age (group),Unknown,,2024-25,49,1.9
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),1,,2022-23,1212,75.3
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),1,,2023-24,1478,73.7
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),1,,2024-25,1756,69.7
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),2,,2022-23,239,14.8
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),2,,2023-24,286,14.3
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),2,,2024-25,428,17
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),3,,2022-23,72,4.5
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),3,,2023-24,103,5.1
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),3,,2024-25,146,5.8
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),4,,2022-23,36,2.2
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),4,,2023-24,45,2.2
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),4,,2024-25,72,2.9
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),5 or more,,2022-23,49,3
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),5 or more,,2023-24,103,5.1
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),5 or more,,2024-25,125,5
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),Total clients,,2022-23,1610,100
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),Total clients,,2023-24,2006,100
18,"Clients who received non-legal support services, Selected characteristics, Aboriginal and Torres Strait Islander Legal Services, 2022-23 to 2024-25",Aboriginal and Torres Strait Islander Legal Services,Number of services completed (per client),Total clients,,2024-25,2519,100
