STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,142,5868,12109,19494,20643,24435,32222,114913,4.29%
VIC,184,8871,18758,23402,21132,19901,20350,112598,5.67%
QLD,169,6524,13310,19362,20393,21904,22501,104163,6.59%
SA,2602,5245,5092,7027,7594,8604,10799,46963,7.64%
WA,125,6188,11443,14661,14126,13604,13347,73494,9.10%
TAS,47,1019,1936,2519,3040,3322,3027,14910,7.92%
NT,5,191,628,734,717,597,292,3164,3.88%
ACT,19,801,1730,1907,1682,1554,1312,9005,6.99%
TOTAL,3293,34707,65006,89106,89327,93921,103850,479210,5.94%
