location_id,location_name,location_type,location_type_label,state_name,disaster_name,disaster_agrn,payment_type_name,date_of_data,eligible_claims,ineligible_claims,finalised_claims,cancelled_claims,withdrawn_claims,onhand_claims,incoming_claims,total_received_claims,applications_received,dollars_granted,dollars_paid
-1,Unknown,LGA,Local Government Area,Unknown,Queensland Bushfires: September - December 2019,909,New Zealand disaster recovery allowance,2020-07-02,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
-1,Unknown,LGA,Local Government Area,Unknown,Queensland Bushfires: September - December 2019,909,New Zealand Disaster recovery payment,2020-03-12,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
-1,Unknown,LGA,Local Government Area,Unknown,South Australian bushfires: November 2019 onwards,877,Disaster Recovery Allowance,2020-09-29,23,<20,39,,,,,,39,126355.48,126355.48
-1,Unknown,LGA,Local Government Area,Unknown,South Australian bushfires: November 2019 onwards,877,Disaster Recovery Payment,2020-07-23,343,47,390,,,,,,390,387800.00,387800.00
-1,Unknown,LGA,Local Government Area,Unknown,South Australian bushfires: November 2019 onwards,877,New Zealand disaster recovery allowance,2020-04-14,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
-1,Unknown,LGA,Local Government Area,Unknown,South Australian bushfires: November 2019 onwards,877,New Zealand Disaster recovery payment,2020-02-19,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
-1,Unknown,LGA,Local Government Area,Unknown,Tasmanian Bushfires: 16 November 2019 onwards,913,Disaster Recovery Allowance,2020-04-02,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
-1,Unknown,LGA,Local Government Area,Unknown,Tasmanian Bushfires: 16 November 2019 onwards,913,Disaster Recovery Payment,2020-08-17,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
-1,Unknown,LGA,Local Government Area,Unknown,Victorian Bushfires: 21 November 2019 onwards,882,Disaster Recovery Allowance,2020-11-30,42,43,85,,,,,,85,414003.64,414003.64
-1,Unknown,LGA,Local Government Area,Unknown,Victorian Bushfires: 21 November 2019 onwards,882,Disaster Recovery Payment,2020-09-07,371,224,595,,,,,,595,406600.00,406600.00
-1,Unknown,LGA,Local Government Area,Unknown,Victorian Bushfires: 21 November 2019 onwards,882,New Zealand disaster recovery allowance,2020-09-11,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
-1,Unknown,LGA,Local Government Area,Unknown,Victorian Bushfires: 21 November 2019 onwards,882,New Zealand Disaster recovery payment,2020-02-26,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,<20,<20000.00,<20000.00
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,<20000.00,<20000.00
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-03-23,<20,<20,<20,40,<20,<20,68,68,68,34665.96,34665.96
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand disaster recovery allowance,2023-01-04,<20,<20,<20,<20,<20,<20,<20,<20,<20,21273.17,21273.17
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10050,Albury,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2022-11-02,<20,29,40,28,51,<20,119,119,119,46945.68,46945.68
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2023-01-05,1811,417,2228,695,990,<20,3913,3913,3913,2192600.00,2190706.07
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,22,265000.00,265000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand disaster recovery allowance,2022-09-05,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2022-08-27,<20,<20,<20,<20,20,<20,41,41,41,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,97,4326638.00,4326638.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,64,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,Disaster Recovery Allowance,2025-09-03,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Allowance,2025-10-09,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,New Zealand disaster recovery allowance,2026-01-07,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,70000.00,70000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,133,4651564.00,4651564.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,27,55789.00,55789.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2021-10-27,956,89,1045,,,,,,1045,1230000.00,1230000.00
10180,Armidale,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-09-01,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Apple Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Concessional Loans,2022-05-18,,,,,,,,,<20,400000.00,400000.00
10180,Armidale,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Disaster Recovery Allowance,2019-05-21,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
10180,Armidale,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Disaster Recovery Payment,2019-11-12,380,39,419,,,,,,419,446200.00,446200.00
10180,Armidale,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Primary Producer Grants,2022-05-18,,,,,,,,,140,6833391.00,6833391.00
10180,Armidale,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Small Business Grants,2022-04-27,,,,,,,,,26,232700.00,232700.00
10180,Armidale,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,"Small Business Support grants ($10,000)",2022-04-27,,,,,,,,,108,950000.00,950000.00
10180,Armidale,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Wine Grape Smoke Taint Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Australian Government Disaster Recovery Payment Supplement,2023-08-04,,,18364,,,,,,<20,20334500.00,20309727.61
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,<20,570000.00,570000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2025-04-08,1401,367,1768,2979,493,<20,5240,5240,5240,5282751.02,5280215.40
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2023-08-05,9709,2539,12248,3717,2988,<20,18953,18953,18953,10728600.00,10718700.93
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,1450149.00,1450149.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,54,880000.00,880000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand disaster recovery allowance,2023-09-28,<20,<20,20,<20,<20,<20,24,24,24,41959.02,41959.02
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2022-11-01,59,67,126,70,160,<20,356,356,356,62600.00,61600.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster Recovery Payment Supplement,2022-09-06,,,98,,,,,,<20,103200.00,103200.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,228,10838425.00,10838425.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,798,7123182.00,7123182.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,<20000.00,<20000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,<20000.00,<20000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,Disaster Recovery Allowance,2025-12-05,488,279,767,<20,78,<20,846,846,846,2223249.85,2224812.05
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,Disaster Recovery Payment,2026-02-24,3209,2762,5971,<20,531,<20,6506,6506,6506,3620600.00,3617600.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,New Zealand disaster recovery allowance,2025-12-09,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,New Zealand Disaster recovery payment,2025-07-19,<20,<20,21,<20,<20,<20,25,25,25,<20000.00,<20000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,20000.00,20000.00
10250,Ballina,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,99,2558253.00,2558253.00
