STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3914,142048,226509,223886,180306,183707,960370,32.40%
VIC,4761,41281,62548,51738,41017,40767,242112,10.50%
QLD,4417,79961,80867,61474,38473,30868,296060,16.30%
SA,27247,60785,60698,58773,49272,49457,306232,44.90%
WA,1906,19506,51623,55099,44053,46273,218460,22.70%
TAS,560,5249,15169,16953,14524,16043,68498,33.00%
NT,157,647,1136,1033,631,339,3943,4.70%
ACT,601,2457,3790,3130,2270,2127,14375,9.40%
TOTAL,43563,351934,502340,472086,370546,369581,2110050,23.00%
