STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,144,3163,16014,23900,25812,28712,48724,146469,5.20%
VIC,104,6968,28051,33048,29781,27977,35585,161514,7.40%
QLD,62,3879,16310,22970,24854,25765,35435,129275,7.40%
SA,2365,9033,9894,11230,12309,13036,19778,77645,11.90%
WA,36,5050,16719,19860,20043,19240,23410,104358,11.10%
TAS,13,873,2605,3097,3726,4285,5286,19885,9.90%
NT,1,189,900,1063,1100,988,618,4859,5.20%
ACT,9,816,3002,3061,2846,2422,2676,14832,10.10%
TOTAL,2734,29971,93495,118229,120471,122425,171512,658837,7.50%
