STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,43154,200913,237470,226950,172537,153726,1034750,37.28%
VIC,4990,43052,42840,40803,29524,25471,186680,8.76%
QLD,37665,93940,81868,54750,34046,23201,325470,18.96%
SA,27558,57655,56485,56283,45608,39509,283098,44.13%
WA,1809,37551,57400,54503,41772,36421,229456,25.66%
TAS,379,11019,17108,17725,13830,13294,73355,37.81%
NT,101,459,1052,895,596,275,3378,3.87%
ACT,353,1802,2784,2413,1837,1328,10517,7.54%
TOTAL,116009,446391,497007,454322,339750,293225,2146704,25.03%
