STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,42337,206563,240555,220301,155091,125495,990342,34.44%
VIC,7897,63111,60984,52610,37527,29477,251606,11.40%
QLD,35779,84680,76020,51724,31890,19582,299675,17.22%
SA,26136,56867,56959,55933,42460,32713,271068,40.58%
WA,3186,40679,59078,54803,39727,32124,229597,26.25%
TAS,730,11794,17401,17956,12792,11337,72010,35.33%
NT,205,1006,1368,988,580,227,4374,5.42%
ACT,643,3292,3634,3096,2132,1510,14307,10.02%
TOTAL,116913,467992,515999,457411,322199,252465,2132979,24.26%
