STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1531,108846,214772,228984,201966,247309,1003408,34.0%
VIC,1572,21782,44586,39820,34035,37885,179680,7.8%
QLD,1315,73470,89086,70540,44833,40464,319708,17.4%
SA,32488,67273,66547,63361,55677,66965,352311,52.4%
WA,605,11762,46315,55241,47467,58248,219638,21.5%
TAS,169,2789,14042,16731,15978,20669,70378,34.5%
NT,39,305,687,1020,713,447,3211,3.2%
ACT,178,1177,2398,2585,2017,2016,10371,6.8%
TOTAL,37897,287404,478433,478282,402686,474003,2158705,23.3%
