STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,90,3028,15254,22975,24695,27716,45630,139388,4.85%
VIC,84,7349,27029,32138,28210,26721,32921,154452,6.94%
QLD,85,4626,15698,22896,24351,25257,33299,126212,7.05%
SA,2217,8493,8862,10778,11515,12378,18317,72560,11.02%
WA,49,5863,16458,19575,19707,18920,22049,102621,10.90%
TAS,25,952,2492,3106,3622,4218,4867,19282,9.73%
NT,4,213,882,1042,1073,993,566,4773,5.29%
ACT,18,878,2854,2896,2728,2317,2484,14175,9.76%
TOTAL,2572,31402,89529,115406,115901,118520,160133,633463,7.10%
