STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,374,7770,35229,44487,40663,42182,59651,230356,7.90%
VIC,313,19199,59458,57480,45690,40556,44839,267536,11.80%
QLD,260,11588,38886,43706,39976,37796,41672,213884,12.00%
SA,2526,13678,18734,18566,18185,18640,23929,114258,16.90%
WA,127,11877,35734,34359,30581,27098,27532,167308,17.90%
TAS,56,2542,5796,6093,6327,6430,6202,33446,16.10%
NT,18,619,2279,2086,1718,1226,654,8600,11.80%
ACT,31,1966,5887,4994,3916,3244,3430,23468,15.60%
TOTAL,3705,69239,202003,211771,187056,177172,207909,1058855,11.70%
